,MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight,Category
705,49564,2010/7/24,2010/7/24,男,5,中山,广东,CN,58.0,2014/3/31,34,78202,0,4116,36154.0,33255.0,58541,80520.61,2014/3/24,4.25,9775.25,0,8,21.90909091,106,750,0,0,1.375456688,16,18,38887,39315,4116,750,4866,4116,83068,43431,0.529411765,0.470588235,0.497257138,0.502730074,3,3
712,57187,2008/4/27,2011/1/14,男,5,郑州,河南,CN,38.0,2014/3/31,35,75885,0,2225,27939.0,32732.0,57698,80016.23,2014/3/6,4.375,9485.625,3,26,20.64705882,98,969,0,0,1.386811155,21,14,38413,37472,2225,969,3194,2225,79079,39697,0.4,0.6,0.506193501,0.49379332200000003,1,3
725,8329,2011/5/20,2011/6/4,男,6,乌鲁木齐,新疆,CN,44.0,2014/3/31,27,71594,0,444,26670.0,26848.0,55673,79571.58,2014/1/9,3.375,8949.25,35,83,23.57692308,120,888,0,4,1.42926697,14,13,39466,32128,444,888,1332,444,72926,32572,0.481481481,0.518518519,0.551239612,0.448746421,5,3
734,40402,2009/12/13,2009/12/13,男,6,广州,广东,CN,45.0,2014/3/31,32,79139,0,2379,33575.0,35191.0,60308,79284.66,2014/3/19,4.0,9892.375,4,13,23.03225806,91,0,0,1,1.3146624,15,17,37586,41553,2379,0,2379,2379,81518,43932,0.53125,0.46875,0.47493050299999995,0.525056861,1,3
755,2893,2008/5/28,2008/6/2,男,5,深圳,广东,CN,57.0,2014/3/31,27,75500,0,2166,28125.0,38701.0,53927,78390.39,2014/3/22,3.375,9437.5,20,10,26.96153846,98,888,0,3,1.4536389930000002,11,16,30739,44761,2166,888,3054,2166,78554,46927,0.592592593,0.40740740700000005,0.40713368,0.592853075,4,3
765,45667,2005/9/1,2005/9/1,男,5,广州,广东,CN,45.0,2014/3/31,34,72465,0,2837,25395.0,42022.0,54155,78088.87,2014/3/29,4.25,9058.125,1,3,22.03030303,85,3600,1200,0,1.4419512509999999,15,19,25656,46809,2837,4800,7637,4037,80102,50846,0.558823529,0.441176471,0.354041896,0.645944305,5,3
769,46767,2012/4/6,2012/5/26,男,6,北京,北京,CN,53.0,2014/3/31,31,78214,0,12600,11790.0,55911.0,54938,77941.12,2014/3/23,3.875,9776.75,50,9,22.23333333,130,0,0,0,1.418710546,6,25,12958,65256,12600,0,12600,12600,90814,77856,0.806451613,0.193548387,0.165671546,0.834315668,4,3
798,37819,2012/10/3,2012/11/1,男,6,Argyle,,US,63.0,2014/3/31,9,87310,0,3488,18800.0,29332.0,75093,77068.79,2014/1/25,1.5,14551.666669999999,29,67,56.25,139,0,0,0,1.026311241,2,7,30242,57068,3488,0,3488,3488,90798,60556,0.7777777779999999,0.222222222,0.346371019,0.653617528,0,3
802,37456,2010/8/20,2011/5/2,男,6,广州,广东,CN,58.0,2014/3/31,31,77828,0,2732,37810.0,39109.0,57054,76952.58,2014/3/5,3.875,9728.5,61,27,21.43333333,68,0,0,0,1.348767483,12,19,35130,42698,2732,0,2732,2732,80560,45430,0.612903226,0.387096774,0.451374166,0.548612985,0,3
806,44344,2009/8/7,2009/8/7,男,6,.,北京,CN,55.0,2014/3/31,39,74185,0,3293,31120.0,35939.0,53274,76788.64,2014/3/28,4.875,9273.125,33,4,18.26315789,88,0,0,0,1.441390547,19,20,34298,39887,3293,0,3293,3293,77478,43180,0.512820513,0.487179487,0.46232442799999995,0.537662093,1,3
813,30713,2008/10/30,2008/10/30,男,5,深圳,广东,CN,47.0,2014/3/31,34,71840,0,2529,30375.0,36487.0,52371,76591.08,2014/3/31,4.25,8980.0,19,1,21.54545455,103,888,500,4,1.462471215,15,19,35440,36400,2529,1388,3917,3029,75757,39429,0.558823529,0.441176471,0.493311619,0.506674462,6,3
820,12148,2008/4/6,2008/4/6,女,5,广州,广东,CN,59.0,2014/3/31,30,74837,0,358,45410.0,21324.0,55190,76317.0,2013/12/10,3.75,9354.625,69,113,18.93103448,105,0,0,2,1.382804856,20,10,50257,24580,358,0,358,358,75195,24938,0.333333333,0.666666667,0.671543868,0.32844277,2,3
821,35299,2010/10/17,2010/10/17,男,4,上海,上海,CN,39.0,2014/3/31,21,71841,0,2013,40645.0,15963.0,54220,76305.61,2013/11/30,2.625,8980.125,43,123,28.25,164,1776,5473,0,1.4073332719999998,15,6,51682,20159,2013,7249,9262,7486,81103,27645,0.28571428600000004,0.7142857140000001,0.719384204,0.28060187600000003,6,3
825,31527,2010/5/25,2010/5/25,男,4,Battery Point,TASMANIA,AU,70.0,2014/3/31,18,87795,0,0,88051.0,0.0,70739,76232.9,2013/3/22,2.25,10974.375,15,376,20.0,64,0,0,0,1.077664372,18,0,87795,0,0,0,0,0,87795,0,0.0,1.0,0.99998861,0.0,0,3
836,11037,2005/2/1,2005/8/11,男,5,北京,北京,CN,42.0,2014/3/31,30,74923,0,2865,42766.0,23158.0,55918,75817.07,2014/3/20,3.75,9365.375,3,12,24.68965517,115,0,0,6,1.3558616190000001,19,11,47658,27265,2865,0,2865,2865,77788,30130,0.36666666700000006,0.6333333329999999,0.636084566,0.36390208700000004,9,3
842,12997,2009/1/20,2009/1/20,女,4,,CA,US,49.0,2014/3/31,6,86074,0,0,12600.0,27000.0,73392,75593.76,2014/2/22,0.75,10759.25,202,39,98.0,297,0,0,7,1.03,2,4,30242,55832,0,0,0,0,86074,55832,0.666666667,0.333333333,0.351344757,0.648643625,7,3
843,60025,2012/3/30,2012/4/1,男,4,VALL GCAN,CA,US,52.0,2014/3/31,6,90726,0,0,31500.0,6300.0,73392,75593.76,2013/8/10,0.75,11340.75,0,235,99.2,269,0,0,0,1.03,5,1,75605,15121,0,0,0,0,90726,15121,0.166666667,0.833333333,0.833324148,0.16666483,0,3
854,43463,2013/3/3,2013/3/13,男,6,株洲,湖南,CN,49.0,2014/3/31,38,74005,0,8170,1815.0,65607.0,55596,75163.25,2014/3/21,7.6,14801.0,10,11,10.10810811,42,0,0,0,1.351954277,1,37,2044,71961,8170,0,8170,8170,82175,80131,0.9736842109999999,0.026315789,0.027619382,0.972367105,1,3
855,19636,2010/6/1,2010/10/21,男,6,广州市,,CN,54.0,2014/3/31,31,70420,0,2127,51525.0,16580.0,55642,75156.05,2014/3/24,3.875,8802.5,13,8,23.66666667,89,0,0,5,1.3507072,21,10,53267,17153,2127,0,2127,2127,72547,19280,0.322580645,0.677419355,0.75640789,0.24357791,7,3
874,53352,2006/3/28,2008/4/6,男,4,乌鲁木齐,新疆,CN,64.0,2014/3/31,31,65799,0,1632,26250.0,38722.0,52216,74730.93,2014/2/1,3.875,8224.875,123,60,18.26666667,119,888,13646,0,1.4311883330000001,11,20,24978,40821,1632,14534,16166,15278,81965,56099,0.64516129,0.35483871,0.37960486299999996,0.620379939,12,3
878,26513,2011/8/25,2011/8/25,男,6,乌鲁木齐,新疆,CN,47.0,2014/3/31,22,70142,0,3133,0.0,52253.0,54730,74515.57,2014/3/18,2.75,8767.75,504,14,10.14285714,48,0,10959,1,1.361512333,0,22,0,70142,3133,10959,14092,14092,84234,84234,1.0,0.0,0.0,0.999985743,5,3
966,8898,2007/4/27,2007/7/5,男,5,乌鲁木齐,新疆,CN,60.0,2014/3/31,26,64046,0,0,29565.0,17168.0,50464,71688.48,2014/1/25,3.25,8005.75,27,67,25.48,106,0,500,6,1.4205865569999998,13,13,39993,24053,0,500,500,500,64546,24553,0.5,0.5,0.624432058,0.37555232899999996,7,3
971,35836,2007/11/18,2007/11/18,男,5,哈尔滨,黑龙江,CN,48.0,2014/3/31,28,68418,0,2021,36780.0,13249.0,48681,71584.91,2014/3/23,3.5,8552.25,13,9,26.25925926,98,0,500,2,1.4704897190000001,19,9,48171,20247,2021,500,2521,2521,70939,22768,0.321428571,0.6785714290000001,0.704058814,0.29592657,4,3
999,46309,2007/8/24,2008/4/9,男,6,广州,广东,CN,65.0,2014/3/31,28,71085,0,3417,51255.0,12135.0,48738,71035.16,2013/11/5,3.5,8885.625,25,148,20.66666667,97,0,0,0,1.457490254,23,5,54369,16716,3417,0,3417,3417,74502,20133,0.17857142899999998,0.8214285709999999,0.764834145,0.235151788,4,3
1003,56839,2009/10/13,2009/10/13,男,5,东莞,广东,CN,38.0,2014/3/31,17,76363,0,572,21295.0,37008.0,60715,70845.47,2014/1/20,2.125,9545.375,13,72,40.375,124,0,0,0,1.166852837,9,8,30836,45527,572,0,572,572,76935,46099,0.470588235,0.529411765,0.40380283899999997,0.5961840660000001,0,3
1039,59386,2011/7/29,2011/7/29,男,6,广州,广东,CN,64.0,2014/3/31,31,66760,0,7490,29050.0,32572.0,48504,69799.6,2013/12/6,3.875,8345.0,19,117,19.83333333,132,0,29597,2,1.439048326,14,17,30177,36583,7490,29597,37087,37087,103847,73670,0.548387097,0.45161290299999995,0.45201539799999996,0.547969623,7,3
1051,62884,2006/5/24,2007/4/21,男,5,武汉,湖北,CN,50.0,2014/3/31,27,65918,0,3129,23892.0,35680.0,49859,69233.43,2014/2/29  0:00:00,3.375,8239.75,202,32,19.11538462,72,0,0,4,1.388584408,11,16,25842,40076,3129,0,3129,3129,69047,43205,0.592592593,0.40740740700000005,0.39202657799999996,0.607958252,4,3
1059,31866,2010/11/17,2012/1/14,男,6,乌鲁木齐,新彊,CN,52.0,2014/3/31,21,62436,0,2214,5465.0,52360.0,58554,69043.18,2014/3/15,2.625,7804.5,290,17,21.2,115,0,7392,0,1.179136865,2,19,6118,56318,2214,7392,9606,9606,72042,65924,0.904761905,0.095238095,0.097986771,0.901997213,2,3
1085,24284,2012/1/28,2012/1/28,男,6,上海市,上海,CN,41.0,2014/3/31,37,64647,0,2443,31360.0,34958.0,49165,68171.61,2014/3/27,4.625,8080.875,5,5,20.02777778,112,0,0,0,1.3865882230000002,18,19,29351,35296,2443,0,2443,2443,67090,37739,0.513513514,0.486486486,0.454012498,0.545972033,1,3
1097,35486,2005/11/14,2005/11/14,女,6,长春,吉林,CN,67.0,2014/3/31,38,61630,0,3073,30945.0,17769.0,47103,67974.16,2014/3/14,4.75,7703.75,16,18,18.83783784,78,0,0,7,1.4430961930000001,20,18,31340,30290,3073,0,3073,3073,64703,33363,0.473684211,0.526315789,0.508510328,0.491473447,11,3
1111,62967,2008/7/9,2008/7/9,男,6,乌鲁木齐,新疆,CN,65.0,2014/3/31,23,64179,0,5042,13560.0,36041.0,47595,67407.32,2013/12/11,2.875,8022.375,1,112,28.09090909,172,0,3696,0,1.416268936,7,16,19160,45019,5042,3696,8738,8738,72917,53757,0.695652174,0.304347826,0.298535369,0.70144905,2,3
1144,56764,2007/8/20,2007/8/20,男,5,深圳,广东,CN,47.0,2014/3/31,27,65806,0,1218,30269.0,27979.0,46587,66685.95,2014/3/29,3.375,8225.75,8,3,27.69230769,126,0,0,0,1.431428295,13,14,33080,32726,1218,0,1218,1218,67024,33944,0.518518519,0.481481481,0.502682085,0.497302719,0,3
1214,4188,2010/9/28,2010/9/28,男,4,深圳,广东,CN,48.0,2014/3/31,32,58237,0,0,52535.0,6773.0,46488,65084.56,2013/8/28,4.0,7279.625,0,217,16.58064516,100,1200,1200,1,1.400029255,28,4,51561,6676,0,2400,2400,1200,60637,7876,0.125,0.875,0.885349772,0.114633057,6,3
1217,57805,2008/11/12,2008/12/22,男,5,,,SG,51.0,2014/3/31,28,65868,0,2867,5565.0,50950.0,47951,64999.52,2014/2/1,3.5,8233.5,48,60,23.07407407,187,0,0,0,1.3555404480000002,4,24,5793,60075,2867,0,2867,2867,68735,62942,0.857142857,0.14285714300000002,0.087947289,0.912037529,0,3
1224,20440,2005/10/23,2005/11/24,男,5,深圳,广东,CN,60.0,2014/3/31,34,59726,0,475,41518.0,17017.0,47751,64918.27,2014/3/30,4.25,7465.75,23,2,21.39393939,74,0,1000,0,1.35951645,21,13,39948,19778,475,1000,1475,1475,61201,21253,0.382352941,0.6176470589999999,0.668843237,0.33114002,2,3
1250,27500,2012/9/26,2013/6/1,男,5,北京,北京,CN,36.0,2014/3/31,26,63498,0,3625,0.0,55999.0,50024,64428.78,2014/3/9,3.714285714,9071.142856999999,248,23,11.28,31,4330,1363,3,1.28795738,0,26,0,63498,3625,5693,9318,4988,72816,68486,1.0,0.0,0.0,0.9999842520000001,14,3
1252,3670,2008/11/9,2008/11/9,男,4,西宁,青海,CN,40.0,2014/3/31,23,54433,0,0,33613.0,16274.0,47238,64387.7,2014/2/4,2.875,6804.125,36,57,29.0,221,0,0,0,1.363048817,16,7,35797,18636,0,0,0,0,54433,18636,0.304347826,0.695652174,0.657622074,0.342359555,0,3
1255,58031,2012/11/17,2012/11/17,男,4,CEMITOS,CA,US,18.0,2014/3/31,7,76987,0,103,25947.0,7047.0,62686,64368.2,2013/8/21,1.166666667,12831.16667,0,224,46.16666667,172,0,0,0,1.026835338,5,2,61175,15812,103,0,103,103,77090,15915,0.28571428600000004,0.7142857140000001,0.7946043540000001,0.205382657,0,3
1256,37508,2010/12/1,2011/1/24,女,5,西宁,青海,CN,55.0,2014/3/31,25,50482,0,1206,25645.0,26585.0,44870,64332.4,2014/1/24,3.125,6310.25,17,68,26.91666667,156,0,0,0,1.433750836,12,13,24274,26208,1206,0,1206,1206,51688,27414,0.52,0.48,0.48083513299999997,0.519145059,0,3
1263,29255,2005/7/22,2005/10/13,女,4,MONTEREY PARK,CA,US,53.0,2014/3/31,5,75605,0,0,37500.0,23500.0,61160,64218.0,2013/7/21,0.625,9450.625,66,255,102.5,153,0,0,1,1.05,3,2,45363,30242,0,0,0,0,75605,30242,0.4,0.6,0.5999920639999999,0.399994709,1,3
1269,26133,2011/9/3,2011/9/4,男,6,本溪,辽宁,CN,41.0,2014/3/31,26,58016,0,2456,10342.0,38841.0,47873,64041.31,2014/3/28,3.25,7252.0,87,4,25.6,155,888,0,0,1.337733378,10,16,13567,44449,2456,888,3344,2456,61360,46905,0.615384615,0.384615385,0.233845252,0.7661375109999999,1,3
1278,27085,2010/2/13,2010/12/7,男,4,北京,北京,CN,60.0,2014/3/31,25,58479,0,0,51507.0,7548.0,52450,63863.12,2014/3/24,3.125,7309.875,16,8,29.45833333,195,0,0,0,1.2176,19,6,52871,5608,0,0,0,0,58479,5608,0.24,0.76,0.9040868670000001,0.095896033,0,3
1296,29173,2005/5/6,2006/2/11,男,6,深圳,广东,CN,62.0,2014/3/31,28,59481,0,1906,18575.0,28413.0,43915,63552.65,2014/2/17,3.5,7435.125,4,44,25.2962963,121,2000,0,0,1.447174086,12,16,25779,33702,1906,2000,3906,1906,63387,35608,0.571428571,0.428571429,0.433391614,0.5665915739999999,2,3
1304,60391,2012/5/30,2012/5/30,男,6,成都,四川,CN,46.0,2014/3/31,30,62151,0,5511,3525.0,49620.0,43997,63468.12,2014/3/28,3.75,7768.875,0,4,23.03448276,290,0,3696,0,1.4425556290000001,2,28,4018,58133,5511,3696,9207,9207,71358,67340,0.933333333,0.066666667,0.06464796,0.9353359509999999,3,3
1310,4181,2009/12/10,2010/10/19,男,4,S.P.S,CORTES,HN,45.0,2014/3/31,6,76027,0,3488,0.0,33615.0,62259,63324.5,2013/11/30,0.75,9503.375,396,123,42.4,136,0,0,0,1.017113992,0,6,0,76027,3488,0,3488,3488,79515,79515,1.0,0.0,0.0,0.9999868470000001,0,3
1313,13752,2010/6/9,2010/6/10,男,4,广州,广东,CN,60.0,2014/3/31,19,66977,0,3774,14823.0,43289.0,50352,63292.01,2014/1/18,2.375,8372.125,51,74,33.66666667,126,0,0,0,1.256990983,7,12,15241,51736,3774,0,3774,3774,70751,55510,0.6315789470000001,0.36842105299999994,0.22755233100000002,0.7724327390000001,0,3
1326,37160,2007/4/27,2007/7/18,女,5,上海,上海,CN,25.0,2014/3/31,33,59301,0,2148,36480.0,25270.0,43164,63097.92,2014/3/4,4.125,7412.625,6,28,21.78125,111,2664,0,0,1.4618181819999998,19,14,34143,25158,2148,2664,4812,2148,64113,27306,0.424242424,0.575757576,0.575747867,0.42423527,4,3
1327,26673,2006/8/5,2006/8/5,男,6,长春,吉林,CN,44.0,2014/3/31,35,58712,0,3341,27636.0,31344.0,45965,63093.18,2014/3/1,4.375,7339.0,42,31,19.35294118,110,0,2000,1,1.3726352659999999,14,21,27331,31381,3341,2000,5341,5341,64053,36722,0.6,0.4,0.465501678,0.53448129,5,3
1330,23628,2011/5/31,2011/5/31,男,4,compton,ca,US,39.0,2014/3/31,9,73194,0,0,30491.0,3400.0,67245,63047.58,2013/4/22,1.125,9149.25,18,345,46.0,168,0,0,0,0.937580192,8,1,61562,11632,0,0,0,0,73194,11632,0.111111111,0.8888888890000001,0.8410683790000001,0.158917959,0,3
1333,61361,2013/1/12,2013/1/12,男,5,乌鲁木齐,新疆,CN,44.0,2014/3/31,19,59657,0,1791,15048.0,33514.0,48560,62997.19,2014/3/27,3.8,11931.4,0,5,24.44444444,84,888,3696,0,1.297306219,5,14,17875,41782,1791,4584,6375,5487,66032,47269,0.736842105,0.263157895,0.299624526,0.7003587109999999,2,3
1334,14570,2011/6/11,2011/8/3,女,4,深圳,广东,CN,49.0,2014/3/31,5,73279,0,0,12600.0,20700.0,61160,62994.8,2014/1/6,0.625,9159.875,93,86,138.0,249,0,0,0,1.03,2,3,30242,43037,0,0,0,0,73279,43037,0.6,0.4,0.41269104799999995,0.587295306,0,3
1348,4853,2010/12/14,2010/12/14,男,5,佛山,广东,CN,60.0,2014/3/31,26,57093,0,698,47272.0,7094.0,43810,62580.0,2013/11/23,3.25,7136.625,18,130,23.32,256,888,0,0,1.428440995,22,4,50091,7002,698,888,1586,698,58679,7700,0.153846154,0.846153846,0.877342628,0.12263985699999999,3,3
1356,13977,2010/12/31,2011/1/16,女,4,深圳,广东,CN,54.0,2014/3/31,31,56015,0,1991,3685.0,21840.0,42750,62241.1,2013/11/9,3.875,7001.875,9,144,19.26666667,114,888,2000,0,1.455932164,20,11,36039,19976,1991,2888,4879,3991,60894,23967,0.35483871,0.64516129,0.643369751,0.356612396,5,3
1364,38551,2007/7/28,2012/3/16,男,6,武汉,湖北,CN,62.0,2014/3/31,41,61134,0,4398,19905.0,34933.0,43296,62074.28,2014/3/30,5.125,7641.75,26,2,17.575,70,0,2000,0,1.433718588,15,26,21852,39282,4398,2000,6398,6398,67532,45680,0.634146341,0.365853659,0.357438456,0.6425451870000001,2,3
1402,50899,2011/10/13,2011/10/13,男,6,上海,上海,CN,46.0,2014/3/31,32,55898,0,1664,15435.0,18841.0,42050,61403.88,2014/3/22,4.0,6987.25,14,10,22.80645161,195,0,0,1,1.46025874,16,16,27111,28787,1664,0,1664,1664,57562,30451,0.5,0.5,0.484999732,0.514982379,1,3
1408,25040,2012/9/25,2012/9/26,男,4,长春市,吉林省,CN,37.0,2014/3/31,30,54602,0,1908,30681.0,19615.0,46508,61215.36,2013/12/3,4.285714286,7800.285714,1,120,14.93103448,66,1242,0,0,1.316232906,17,13,33164,21438,1908,1242,3150,1908,57752,23346,0.433333333,0.566666667,0.607365896,0.39261579,3,3
1409,2615,2007/6/21,2007/11/23,男,5,天津,天津,CN,51.0,2014/3/31,36,55951,0,1146,38901.0,16774.0,47888,61199.85,2014/3/6,4.5,6993.875,5,26,20.0,119,0,800,1,1.277978826,24,12,38297,17654,1146,800,1946,1946,57897,19600,0.333333333,0.666666667,0.6844616809999999,0.315520446,2,3
1420,13750,2010/3/22,2010/3/22,男,4,,,HK,62.0,2014/3/31,23,58774,0,1045,31709.0,21119.0,41859,60933.77,2013/12/30,2.875,7346.75,16,93,28.27272727,122,888,0,1,1.45569101,14,9,35059,23715,1045,888,1933,1045,60707,24760,0.39130434799999997,0.608695652,0.5964951079999999,0.40348787700000005,2,3
1439,38196,2005/6/5,2005/6/5,男,5,深圳市,深圳市,CN,37.0,2014/3/31,26,55683,0,1648,22195.0,22844.0,44816,60674.92,2014/3/8,3.25,6960.375,25,24,27.28,76,30776,105000,17,1.353867369,12,14,27382,28301,1648,135776,137424,106648,193107,134949,0.538461538,0.46153846200000004,0.491739099,0.508242942,46,3
1440,51446,2012/5/31,2012/5/31,男,6,东莞,广东,CN,48.0,2014/3/31,28,56691,0,1599,17315.0,39448.0,42440,60673.65,2014/3/13,3.5,7086.375,0,19,24.14814815,85,0,0,0,1.4296336,8,20,18420,38271,1599,0,1599,1599,58290,39870,0.7142857140000001,0.28571428600000004,0.324913568,0.675068793,1,3
1443,15974,2012/9/20,2012/12/11,男,5,上海,上海,CN,41.0,2014/3/31,7,72032,0,2360,17550.0,27700.0,58856,60621.68,2014/1/6,1.0,10290.28571,82,86,65.16666667,196,0,17796,0,1.03,3,4,32678,39354,2360,17796,20156,20156,92188,59510,0.571428571,0.428571429,0.453653187,0.546332931,2,3
1461,4759,2010/8/31,2010/10/18,女,4,ARCIDA,CA,US,19.0,2014/3/31,7,66692,0,0,23309.0,6300.0,62499,60269.64,2013/4/11,0.875,8336.5,98,356,46.16666667,169,0,0,0,0.9643296690000001,6,1,51571,15121,0,0,0,0,66692,15121,0.14285714300000002,0.857142857,0.773259562,0.226725443,0,3
1465,17213,2009/7/16,2009/10/1,男,4,深圳,广东,CN,38.0,2014/3/31,28,57112,0,0,38077.0,13126.0,45672,60227.68,2014/2/8,3.5,7139.0,29,53,24.03703704,140,888,0,0,1.318700298,21,7,40483,16629,0,888,888,0,58000,16629,0.25,0.75,0.70882286,0.29115963100000003,1,3
1468,62478,2005/9/9,2005/9/9,男,6,沈阳,辽宁,CN,51.0,2014/3/31,40,54205,0,2138,26250.0,29538.0,43971,60141.4,2014/3/26,5.0,6775.625,16,6,18.17948718,73,0,0,2,1.3677514730000002,16,24,25672,28533,2138,0,2138,2138,56343,30671,0.6,0.4,0.473600708,0.526380843,3,3
1477,10968,2004/11/1,2004/12/2,男,5,番禺,广东,CN,56.0,2014/3/31,33,55944,0,1790,27722.0,31145.0,41717,60048.54,2014/2/27,4.125,6993.0,26,34,20.96875,68,34195,24480,1,1.4394261330000002,16,17,25395,30549,1790,58675,60465,26270,116409,56819,0.515151515,0.484848485,0.453927965,0.54605416,35,3
1505,55330,2007/6/17,2008/1/3,女,6,广州,广东,CN,54.0,2014/3/31,44,49255,0,2983,23304.0,34071.0,41743,59511.97,2014/3/12,5.5,6156.875,4,20,16.44186047,69,0,0,1,1.425675443,19,25,18436,30819,2983,0,2983,2983,52238,33802,0.568181818,0.43181818200000005,0.374289427,0.625690271,2,3
