MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
49896.0,2010/10/26,2010/11/7,男,4.0,上海,上海,CN,35.0,2014/3/31,31.0,25358.0,0.0,0.0,10500.0,10590.0,33357.0,26307.07,2014/3/27,3.875,3169.75,95.0,5.0,21.03333333,166.0,0.0,0.0,0.0,0.788652157,19.0,12.0,11761.0,13597.0,0.0,0.0,0.0,0.0,25358.0,13597.0,0.387096774,0.612903226,0.46378011799999996,0.536180449,0.0
13353.0,2009/10/23,2010/5/14,男,4.0,广州,广东,CN,41.0,2014/3/31,25.0,21779.0,0.0,0.0,9927.0,13665.0,38452.0,26230.53,2014/1/29,3.125,2722.375,0.0,63.0,27.83333333,81.0,2595.0,6230.0,0.0,0.682162956,12.0,13.0,7569.0,14210.0,0.0,8825.0,8825.0,6230.0,30604.0,20440.0,0.52,0.48,0.347520661,0.652433425,19.0
29269.0,2005/8/13,2005/11/2,男,4.0,,,AE,50.0,2014/3/31,12.0,18177.0,0.0,0.0,13096.0,3871.0,51922.0,26207.5,2013/8/10,1.5,2272.125,37.0,235.0,41.72727273,164.0,0.0,0.0,3.0,0.5047475060000001,9.0,3.0,13724.0,4453.0,0.0,0.0,0.0,0.0,18177.0,4453.0,0.25,0.75,0.754978545,0.244966443,3.0
47574.0,2007/6/4,2007/7/25,女,4.0,香港,香港,HK,46.0,2014/3/31,17.0,23699.0,0.0,0.0,17207.0,6091.0,38504.0,26093.56,2014/1/10,2.125,2962.375,74.0,82.0,35.9375,106.0,800.0,0.0,0.0,0.677684396,12.0,5.0,16226.0,7473.0,0.0,800.0,800.0,0.0,24499.0,7473.0,0.294117647,0.705882353,0.68464135,0.315316456,1.0
50816.0,2012/1/12,2012/1/12,男,6.0,贵阳市,贵州,CN,64.0,2014/3/31,10.0,23367.0,0.0,1270.0,16475.0,5880.0,17789.0,26045.66,2013/6/26,1.25,2920.875,88.0,280.0,40.33333333,139.0,0.0,0.0,0.0,1.464144134,7.0,3.0,17015.0,6352.0,1270.0,0.0,1270.0,1270.0,24637.0,7622.0,0.3,0.7,0.728132489,0.271824718,3.0
32169.0,2011/2/12,2011/2/12,男,5.0,大连,辽宁,CN,38.0,2014/3/31,38.0,20402.0,0.0,847.0,7059.0,15785.0,34317.0,26031.46,2014/3/24,4.75,2550.25,17.0,8.0,19.08108108,87.0,259.0,788.0,0.0,0.758558732,14.0,24.0,8519.0,11883.0,847.0,1047.0,1894.0,1635.0,22296.0,13518.0,0.6315789470000001,0.36842105299999994,0.41753663700000004,0.582414351,10.0
20200.0,2005/2/20,2005/3/14,女,5.0,广州,广东,CN,39.0,2014/3/31,31.0,21450.0,0.0,0.0,7298.0,17527.0,43674.0,25916.04,2014/3/31,3.875,2681.25,3.0,1.0,24.23333333,221.0,1837.0,686.0,1.0,0.593397445,9.0,22.0,6322.0,15128.0,0.0,2523.0,2523.0,686.0,23973.0,15814.0,0.709677419,0.290322581,0.294718195,0.705235187,21.0
13305.0,2009/10/11,2010/1/28,男,4.0,长春,吉林,CN,48.0,2014/3/31,28.0,21566.0,0.0,0.0,8183.0,9708.0,38090.0,25889.46,2014/2/22,3.5,2695.75,1.0,39.0,25.59259259,158.0,0.0,0.0,2.0,0.679691783,16.0,12.0,11679.0,9887.0,0.0,0.0,0.0,0.0,21566.0,9887.0,0.428571429,0.571428571,0.5415217689999999,0.458431863,2.0
17726.0,2006/6/17,2006/6/17,男,5.0,延吉,吉林,CN,46.0,2014/3/31,36.0,26736.0,0.0,467.0,6307.0,11462.0,28098.0,25267.72,2014/3/21,4.5,3342.0,3.0,11.0,20.48571429,73.0,0.0,0.0,2.0,0.899271122,16.0,20.0,10687.0,16049.0,467.0,0.0,467.0,467.0,27203.0,16516.0,0.5555555560000001,0.444444444,0.399708269,0.600254329,3.0
62528.0,2006/4/18,2006/4/18,男,5.0,大连市,辽宁,CN,42.0,2014/3/31,34.0,24543.0,0.0,0.0,13970.0,12444.0,32332.0,25201.13,2014/3/29,4.25,3067.875,8.0,3.0,21.81818182,134.0,4358.0,5982.0,6.0,0.779448534,14.0,20.0,14475.0,10068.0,0.0,10340.0,10340.0,5982.0,34883.0,16050.0,0.588235294,0.41176470600000004,0.589757171,0.410202086,34.0
7192.0,2013/3/15,2013/4/20,男,4.0,上海,上海,CN,28.0,2014/3/31,18.0,23571.0,0.0,0.0,0.0,6704.0,30465.0,25200.06,2014/3/28,3.6,4714.2,36.0,4.0,20.17647059,37.0,0.0,0.0,0.0,0.827180699,0.0,18.0,0.0,23571.0,0.0,0.0,0.0,0.0,23571.0,23571.0,1.0,0.0,0.0,0.999957577,0.0
19924.0,2012/7/10,2012/7/16,女,4.0,,,US,45.0,2014/3/31,2.0,30242.0,0.0,0.0,12600.0,0.0,24464.0,25197.92,2012/8/7,0.28571428600000004,4320.285714,6.0,603.0,22.0,22.0,0.0,0.0,1.0,1.03,2.0,0.0,30242.0,0.0,0.0,0.0,0.0,0.0,30242.0,0.0,0.0,1.0,0.999966934,0.0,1.0
22613.0,2010/6/18,2012/1/6,女,4.0,广州,广东,CN,78.0,2014/3/31,2.0,30242.0,0.0,0.0,6300.0,6300.0,24464.0,25197.92,2013/8/22,0.25,3780.25,48.0,223.0,460.0,460.0,0.0,0.0,0.0,1.03,1.0,1.0,15121.0,15121.0,0.0,0.0,0.0,0.0,30242.0,15121.0,0.5,0.5,0.499983467,0.499983467,0.0
30981.0,2010/5/2,2011/4/13,女,4.0,ENCINO,EALIFORNIA,US,61.0,2014/3/31,2.0,30242.0,0.0,0.0,12600.0,0.0,24464.0,25197.92,2012/6/4,0.25,3780.25,53.0,667.0,11.0,11.0,0.0,0.0,0.0,1.03,2.0,0.0,30242.0,0.0,0.0,0.0,0.0,0.0,30242.0,0.0,0.0,1.0,0.999966934,0.0,0.0
19090.0,2006/11/17,2007/3/28,男,4.0,广州,广东,CN,41.0,2014/3/31,23.0,22659.0,0.0,0.0,3574.0,19304.0,37336.0,25135.82,2014/3/29,2.875,2832.375,11.0,3.0,32.59090909,229.0,0.0,4694.0,0.0,0.673232805,4.0,19.0,4546.0,18113.0,0.0,4694.0,4694.0,4694.0,27353.0,22807.0,0.826086957,0.17391304300000002,0.200617829,0.7993380409999999,2.0
23282.0,2011/3/11,2011/3/11,男,5.0,广州,广东,CN,66.0,2014/3/31,32.0,18221.0,0.0,0.0,5407.0,19983.0,36634.0,24855.0,2014/3/7,4.0,2277.625,163.0,25.0,17.51612903,140.0,1500.0,0.0,0.0,0.67846809,6.0,26.0,4358.0,13863.0,0.0,1500.0,1500.0,0.0,19721.0,13863.0,0.8125,0.1875,0.239161453,0.760783668,1.0
16169.0,2012/9/27,2012/9/27,男,4.0,长春市,吉林,CN,31.0,2014/3/31,19.0,21035.0,0.0,0.0,12425.0,10594.0,26443.0,24637.68,2014/3/15,2.714285714,3005.0,0.0,17.0,29.72222222,109.0,0.0,0.0,0.0,0.931727867,10.0,9.0,10867.0,10168.0,0.0,0.0,0.0,0.0,21035.0,10168.0,0.473684211,0.526315789,0.516590607,0.48336185600000003,0.0
49746.0,2011/1/18,2011/3/23,男,4.0,长沙,湖南,CN,45.0,2014/3/31,18.0,24911.0,0.0,0.0,14120.0,6594.0,26698.0,24484.9,2013/8/26,2.25,3113.875,38.0,219.0,27.88235294,76.0,0.0,0.0,0.0,0.91710615,12.0,6.0,16733.0,8178.0,0.0,0.0,0.0,0.0,24911.0,8178.0,0.333333333,0.666666667,0.6716843290000001,0.32827553,0.0
32131.0,2011/3/2,2011/3/2,男,4.0,佛山市,广东,CN,43.0,2014/3/31,29.0,19939.0,0.0,0.0,8863.0,15186.0,35067.0,24191.4,2014/3/31,3.625,2492.375,89.0,1.0,22.89285714,110.0,0.0,3603.0,0.0,0.6898622640000001,11.0,18.0,7275.0,12664.0,0.0,3603.0,3603.0,3603.0,23542.0,16267.0,0.620689655,0.379310345,0.364844534,0.635105316,7.0
30121.0,2008/4/24,2008/6/19,男,4.0,长春,吉林,CN,44.0,2014/3/31,19.0,21450.0,0.0,0.0,8549.0,10340.0,29940.0,24187.56,2014/3/8,2.375,2681.25,45.0,24.0,36.77777778,235.0,0.0,0.0,0.0,0.807867735,8.0,11.0,7068.0,14382.0,0.0,0.0,0.0,0.0,21450.0,14382.0,0.578947368,0.42105263200000004,0.329495128,0.670458254,0.0
36700.0,2006/5/12,2006/5/12,女,4.0,深圳,广东,CN,48.0,2014/3/31,23.0,22543.0,0.0,0.0,8636.0,12286.0,36846.0,24053.66,2014/3/25,2.875,2817.875,3.0,7.0,32.77272727,122.0,10500.0,32000.0,3.0,0.652816045,11.0,12.0,9968.0,12575.0,0.0,42500.0,42500.0,32000.0,65043.0,44575.0,0.52173913,0.47826087,0.442157559,0.557798084,38.0
7073.0,2012/12/15,2013/2/8,女,4.0,北京,.,CN,43.0,2014/3/31,11.0,22073.0,0.0,0.0,12130.0,15858.0,19160.0,23827.16,2014/2/5,1.8333333330000001,3678.833333,55.0,56.0,36.2,146.0,0.0,0.0,1.0,1.2435887270000001,4.0,7.0,9266.0,12807.0,0.0,0.0,0.0,0.0,22073.0,12807.0,0.636363636,0.363636364,0.419769865,0.580184833,1.0
1152.0,2007/5/26,2009/9/30,男,5.0,,北京,CN,46.0,2014/3/31,21.0,22740.0,0.0,2563.0,7433.0,15461.0,26316.0,23779.7,2014/2/1,2.625,2842.5,202.0,60.0,23.45,137.0,0.0,0.0,0.0,0.903621371,8.0,13.0,7024.0,15716.0,2563.0,0.0,2563.0,2563.0,25303.0,18279.0,0.6190476189999999,0.380952381,0.308869443,0.6910865840000001,2.0
62092.0,2011/11/2,2011/11/3,男,4.0,北京,.,CN,39.0,2014/3/31,20.0,21348.0,0.0,0.0,1210.0,20774.0,28966.0,23652.78,2014/3/28,2.5,2668.5,0.0,4.0,38.26315789,383.0,0.0,0.0,1.0,0.816570462,1.0,19.0,1363.0,19985.0,0.0,0.0,0.0,0.0,21348.0,19985.0,0.95,0.05,0.06384374,0.93610942,1.0
25057.0,2012/7/19,2012/7/19,女,4.0,广州,广东,CN,36.0,2014/3/31,31.0,17388.0,0.0,0.0,9485.0,13106.0,38996.0,23608.65,2014/2/6,4.428571429,2484.0,0.0,55.0,18.9,83.0,0.0,400.0,0.0,0.605412094,12.0,19.0,7477.0,9911.0,0.0,400.0,400.0,400.0,17788.0,10311.0,0.612903226,0.387096774,0.429984473,0.569958019,1.0
46258.0,2007/5/31,2007/8/31,男,4.0,广州,广东,CN,45.0,2014/3/31,36.0,15052.0,0.0,0.0,10060.0,10507.0,49228.0,23608.6,2014/3/27,4.5,1881.5,17.0,5.0,20.25714286,77.0,1932.0,1618.0,3.0,0.479576664,18.0,18.0,8252.0,6800.0,0.0,3550.0,3550.0,1618.0,18602.0,8418.0,0.5,0.5,0.548196373,0.451737195,20.0
