,MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight,Category
7438,32913,2012/2/10,2012/3/5,男,4,HADANO-SHI,KANAGAWA-KEN,JP,46.0,2014/3/31,10,29340,0,0,25739.0,0.0,32300,26809.0,2012/9/29,1.25,3667.5,8,550,19.22222222,37,0,0,0,0.83,10,0,29340,0,0,0,0,0,29340,0,0.0,1.0,0.999965918,0.0,0,1
7520,53362,2010/11/25,2010/11/27,男,4,重庆,重庆,CN,62.0,2014/3/31,14,21821,0,0,18811.0,0.0,37768,26639.25,2013/3/21,1.75,2727.625,7,377,26.69230769,153,0,0,0,0.705339176,14,0,21821,0,0,0,0,0,21821,0,0.0,1.0,0.999954175,0.0,0,1
7565,50676,2011/10/17,2011/10/17,女,4,WEST COVINA,,US,53.0,2014/3/31,4,31028,0,0,13738.0,0.0,28618,26547.97,2012/7/18,0.5,3878.5,76,623,10.66666667,29,0,0,0,0.927666853,4,0,31028,0,0,0,0,0,31028,0,0.0,1.0,0.999967772,0.0,0,1
7586,46715,2012/2/7,2012/2/7,女,4,广州,广东,CN,33.0,2014/3/31,20,23561,0,0,23354.0,0.0,37008,26508.72,2012/11/24,2.5,2945.125,0,494,12.47368421,41,0,0,2,0.716297017,20,0,23561,0,0,0,0,0,23561,0,0.0,1.0,0.999957559,0.0,3,1
7656,16632,2010/2/19,2010/2/19,男,4,四平,吉林省,CN,46.0,2014/3/31,15,24003,0,0,21027.0,0.0,28502,26384.35,2012/12/1,1.875,3000.375,25,487,15.64285714,36,0,0,0,0.925701705,15,0,24003,0,0,0,0,0,24003,0,0.0,1.0,0.99995834,0.0,0,1
7684,14227,2011/5/20,2011/5/20,男,4,广州,广东,CN,48.0,2014/3/31,4,18608,0,0,9250.0,0.0,48928,26298.8,2013/3/18,0.5,2326.0,27,380,108.0,283,1500,0,0,0.5375,4,0,18608,0,0,1500,1500,0,20108,0,0.0,1.0,0.999946263,0.0,1,1
7718,28762,2012/6/22,2012/7/2,男,4,NEWPORT COAST,,US,53.0,2014/3/31,3,30878,0,0,13579.0,0.0,26331,26224.77,2012/9/15,0.375,3859.75,10,564,37.5,46,0,0,0,0.995965592,3,0,30878,0,0,0,0,0,30878,0,0.0,1.0,0.999967616,0.0,0,1
7728,7813,2011/4/26,2011/4/26,男,4,大连,辽宁,CN,31.0,2014/3/31,22,22780,0,0,21918.0,0.0,29624,26201.7,2013/1/12,2.75,2847.5,25,445,12.42857143,63,0,0,1,0.884475425,22,0,22780,0,0,0,0,0,22780,0,0.0,1.0,0.999956104,0.0,1,1
7768,46468,2010/4/4,2010/4/4,男,4,Cooper City,FLORIDA,US,45.0,2014/3/31,3,30470,0,0,25468.0,0.0,25131,26087.4,2012/6/17,0.375,3808.75,62,654,7.5,15,0,0,0,1.038056584,3,0,30470,0,0,0,0,0,30470,0,0.0,1.0,0.999967182,0.0,0,1
7792,15431,2012/3/16,2012/3/16,男,4,北京,北京,CN,44.0,2014/3/31,21,21243,0,0,12532.0,0.0,34516,26040.55,2013/2/9,2.625,2655.375,25,417,14.45,96,3572,0,0,0.754448661,21,0,21243,0,0,3572,3572,0,24815,0,0.0,1.0,0.999952928,0.0,3,1
7801,14466,2012/7/16,2012/7/16,男,4,,,CN,17.0,2014/3/31,4,31274,0,0,13410.0,0.0,27214,26022.92,2012/7/30,0.571428571,4467.714286,0,611,4.666666667,10,0,0,0,0.956232821,4,0,31274,0,0,0,0,0,31274,0,0.0,1.0,0.9999680259999999,0.0,0,1
7837,6385,2012/6/30,2012/6/30,男,4,TRABVCO CANYON,CA,US,34.0,2014/3/31,12,19574,0,0,13542.0,0.0,33194,25900.95,2013/1/30,1.5,2446.75,0,427,19.45454545,74,0,0,0,0.780290113,12,0,19574,0,0,0,0,0,19574,0,0.0,1.0,0.9999489140000001,0.0,0,1
7849,16049,2012/8/24,2012/8/24,男,4,广州,广东,CN,33.0,2014/3/31,18,23638,0,0,22533.0,0.0,33652,25884.35,2013/2/9,2.5714285709999998,3376.857143,0,417,9.941176471,64,0,0,0,0.769177166,18,0,23638,0,0,0,0,0,23638,0,0.0,1.0,0.999957697,0.0,0,1
8134,59668,2011/8/15,2011/8/15,女,4,BOBIGNY,,FR,40.0,2014/3/31,7,16368,0,0,11590.0,0.0,43648,25257.6,2012/5/31,0.875,2046.0,15,671,7.5,28,0,0,0,0.578665689,7,0,16368,0,0,0,0,0,16368,0,0.0,1.0,0.999938909,0.0,0,1
8164,825,2006/8/17,2012/7/24,女,4,厦门,福建,CN,41.0,2014/3/31,2,30242,0,0,12600.0,0.0,24464,25197.92,2012/8/7,0.25,3780.25,114,603,14.0,14,1500,0,0,1.03,2,0,30242,0,0,1500,1500,0,31742,0,0.0,1.0,0.999966934,0.0,1,1
8165,19924,2012/7/10,2012/7/16,女,4,,,US,45.0,2014/3/31,2,30242,0,0,12600.0,0.0,24464,25197.92,2012/8/7,0.28571428600000004,4320.285714,6,603,22.0,22,0,0,1,1.03,2,0,30242,0,0,0,0,0,30242,0,0.0,1.0,0.999966934,0.0,1,1
8168,30981,2010/5/2,2011/4/13,女,4,ENCINO,EALIFORNIA,US,61.0,2014/3/31,2,30242,0,0,12600.0,0.0,24464,25197.92,2012/6/4,0.25,3780.25,53,667,11.0,11,0,0,0,1.03,2,0,30242,0,0,0,0,0,30242,0,0.0,1.0,0.999966934,0.0,0,1
8170,49069,2012/10/14,2012/10/14,男,4,SOUTH GALE,CALIFONNIA,US,55.0,2014/3/31,2,30242,0,0,12600.0,0.0,24464,25197.92,2012/12/20,0.333333333,5040.333333,0,468,67.0,67,0,0,0,1.03,2,0,30242,0,0,0,0,0,30242,0,0.0,1.0,0.999966934,0.0,0,1
8171,55976,2012/11/26,2012/11/26,男,4,珠海,广东,CN,48.0,2014/3/31,2,30242,0,0,12600.0,0.0,24464,25197.92,2012/12/6,0.333333333,5040.333333,0,482,10.0,10,0,0,0,1.03,2,0,30242,0,0,0,0,0,30242,0,0.0,1.0,0.999966934,0.0,0,1
8207,38792,2007/11/26,2008/5/6,男,4,上海,上海,CN,51.0,2014/3/31,9,24393,0,0,20115.0,0.0,25227,25129.65,2012/8/12,1.125,3049.125,1,598,16.5,35,0,0,2,0.9961410390000001,9,0,24393,0,0,0,0,0,24393,0,0.0,1.0,0.999959006,0.0,2,1
8350,15517,2012/4/23,2012/5/10,男,4,Miyazaki-shi,Miyazaki-ken,JP,34.0,2014/3/31,11,27401,0,0,36610.0,0.0,29073,24844.2,2013/2/18,1.375,3425.125,17,408,28.4,57,0,0,0,0.854545455,11,0,27401,0,0,0,0,0,27401,0,0.0,1.0,0.999963506,0.0,0,1
8472,57192,2008/4/2,2008/4/3,男,4,广州,广东,CN,64.0,2014/3/31,16,24126,0,0,26524.0,0.0,34278,24636.45,2012/12/30,2.0,3015.75,3,458,18.0,88,0,0,1,0.718724838,16,0,24126,0,0,0,0,0,24126,0,0.0,1.0,0.9999585529999999,0.0,1,1
8549,13981,2010/11/18,2011/2/17,男,4,广州,广东,CN,46.0,2014/3/31,21,14700,0,0,19272.0,0.0,39151,24480.45,2013/3/16,2.625,1837.5,6,382,17.15,63,0,0,0,0.625282879,21,0,14700,0,0,0,0,0,14700,0,0.0,1.0,0.999931977,0.0,0,1
8710,40417,2010/8/17,2010/8/17,男,4,深圳,广东,CN,37.0,2014/3/31,13,16909,0,0,7400.0,0.0,30829,24189.0,2013/3/6,1.625,2113.625,9,392,27.5,81,0,0,0,0.7846183790000001,13,0,16909,0,0,0,0,0,16909,0,0.0,1.0,0.999940863,0.0,0,1
8714,30240,2010/9/13,2010/9/13,男,4,HIGASHIOSAKA,OSAKA,JP,53.0,2014/3/31,12,13447,0,0,23843.0,0.0,31716,24183.45,2012/11/24,1.5,1680.875,8,494,20.81818182,66,0,0,0,0.7625,12,0,13447,0,0,0,0,0,13447,0,0.0,1.0,0.99992564,0.0,0,1
8777,4724,2011/4/6,2011/4/6,男,4,兖州,山东,CN,48.0,2014/3/31,8,19208,0,0,11791.0,0.0,38544,24051.2,2012/11/1,1.0,2401.0,37,517,25.28571429,105,0,0,1,0.623993358,8,0,19208,0,0,0,0,0,19208,0,0.0,1.0,0.999947941,0.0,1,1
8891,28733,2012/4/29,2012/6/21,女,4,,,FR,44.0,2014/3/31,3,17083,0,0,10250.0,0.0,30408,23819.6,2012/9/5,0.375,2135.375,53,574,38.0,63,0,0,0,0.783333333,3,0,17083,0,0,0,0,0,17083,0,0.0,1.0,0.9999414659999999,0.0,0,1
8917,6744,2012/7/13,2012/7/23,男,4,SAKAI-SHI,OSAKA-FU,JP,52.0,2014/3/31,11,25323,0,0,27865.0,0.0,28397,23771.75,2013/3/14,1.571428571,3617.571429,10,384,23.4,58,0,0,0,0.837121879,11,0,25323,0,0,0,0,0,25323,0,0.0,1.0,0.999960512,0.0,0,1
8985,18265,2011/1/4,2012/4/13,女,4,广州,广东,CN,28.0,2014/3/31,18,19205,0,0,20535.0,420.0,27042,23646.65,2013/4/16,2.25,2400.625,12,351,21.64705882,171,1550,5502,0,0.874441609,17,1,19005,200,0,7052,7052,5502,26257,5702,0.055555556,0.944444444,0.98953452,0.010413412,27,1
9010,17098,2012/4/8,2012/4/9,女,4,shanghai,上海,CN,31.0,2014/3/31,24,20111,0,0,7638.0,0.0,26773,23601.65,2013/1/23,3.0,2513.875,1,434,12.56521739,56,0,0,1,0.881546708,24,0,20111,0,0,0,0,0,20111,0,0.0,1.0,0.9999502779999999,0.0,2,1
9011,13772,2010/10/27,2010/10/29,男,4,FULLERTON,CA,US,28.0,2014/3/31,5,22036,0,0,3584.0,6830.0,30562,23599.4,2013/5/29,0.625,2754.5,155,308,67.0,163,0,0,0,0.77218114,2,3,5252,16784,0,0,0,0,22036,16784,0.6,0.4,0.23832645100000002,0.7616281709999999,0,1
9203,41604,2012/3/5,2012/3/15,男,4,广州,广东,CN,47.0,2014/3/31,3,13956,0,0,6000.0,1400.0,36696,23240.8,2013/4/7,0.375,1744.5,8,360,181.5,312,0,0,0,0.6333333329999999,2,1,9304,4652,0,0,0,0,13956,4652,0.333333333,0.666666667,0.666618901,0.33330945,0,1
9230,62289,2010/9/1,2011/4/12,男,4,北京,北京,CN,82.0,2014/3/31,16,18299,0,0,18141.0,0.0,37333,23204.85,2013/1/23,2.0,2287.375,11,434,19.06666667,124,0,0,0,0.621564032,16,0,18299,0,0,0,0,0,18299,0,0.0,1.0,0.999945355,0.0,0,1
9301,23669,2011/6/9,2011/6/9,男,4,三明,福建,CN,27.0,2014/3/31,7,12824,0,0,12347.0,0.0,32656,23082.75,2013/3/7,0.875,1603.0,83,391,42.83333333,160,0,0,0,0.706845603,7,0,12824,0,0,0,0,0,12824,0,0.0,1.0,0.999922027,0.0,0,1
9351,12767,2010/5/24,2010/6/7,男,4,乌鲁木齐,新疆,CN,36.0,2014/3/31,25,20426,0,0,11327.0,0.0,27521,22999.9,2013/1/23,3.125,2553.25,6,434,12.125,58,0,0,2,0.8357218120000001,25,0,20426,0,0,0,0,0,20426,0,0.0,1.0,0.999951045,0.0,2,1
9448,12956,2008/12/27,2011/7/24,男,4,SYDNEY,N.S.W,AU,57.0,2014/3/31,6,21984,0,0,13656.0,0.0,34322,22842.75,2013/2/4,0.75,2748.0,148,422,32.2,123,0,0,0,0.665542509,6,0,21984,0,0,0,0,0,21984,0,0.0,1.0,0.999954514,0.0,0,1
9470,16441,2012/12/15,2012/12/15,男,4,,,AU,25.0,2014/3/31,4,21106,0,0,6900.0,5500.0,30416,22812.0,2013/4/28,0.666666667,3517.666667,0,339,44.66666667,61,0,0,0,0.75,2,2,15076,6030,0,0,0,0,21106,6030,0.5,0.5,0.71426541,0.285687213,0,1
9476,61132,2013/1/4,2013/1/10,男,4,PARIS,,FR,67.0,2014/3/31,3,11388,0,0,3100.0,6150.0,30408,22806.0,2013/4/21,0.6,2277.6,6,346,50.5,91,0,0,0,0.75,1,2,3796,7592,0,0,0,0,11388,7592,0.666666667,0.333333333,0.333304065,0.666608131,0,1
9496,26296,2009/7/13,2009/7/13,男,4,哈尔滨,黑龙江,CN,64.0,2014/3/31,20,17573,0,0,20205.0,0.0,34569,22773.5,2013/2/2,2.5,2196.625,22,424,15.0,76,0,0,0,0.658783882,20,0,17573,0,0,0,0,0,17573,0,0.0,1.0,0.9999430979999999,0.0,0,1
9585,37658,2012/1/24,2012/6/9,男,4,CALIFORNIA,EL SEGUNDO,US,63.0,2014/3/31,3,13956,0,0,8150.0,0.0,36696,22629.2,2012/11/26,0.375,1744.5,69,492,85.0,161,0,0,0,0.6166666670000001,3,0,13956,0,0,0,0,0,13956,0,0.0,1.0,0.999928351,0.0,0,1
9588,39629,2010/4/8,2010/4/8,男,4,KATSUSHIKA-KU,TOKYO,JP,52.0,2014/3/31,16,23668,0,0,21985.0,0.0,31098,22625.3,2013/1/5,2.0,2958.5,56,452,14.86666667,84,0,0,0,0.727548395,16,0,23668,0,0,0,0,0,23668,0,0.0,1.0,0.999957751,0.0,0,1
9653,44365,2010/4/26,2010/5/23,女,4,乌鲁木齐,新疆,CN,31.0,2014/3/31,12,15781,0,0,18197.0,0.0,29522,22504.0,2013/3/25,1.5,1972.625,50,373,28.0,67,0,0,2,0.762278978,12,0,15781,0,0,0,0,0,15781,0,0.0,1.0,0.999936637,0.0,2,1
9761,31218,2009/9/21,2009/9/21,男,4,杭州,浙江,CN,37.0,2014/3/31,7,17849,0,0,2067.0,16550.0,27096,22322.75,2013/5/19,0.875,2231.125,220,318,32.16666667,127,0,3594,0,0.823839312,3,4,1549,16300,0,3594,3594,3594,21443,19894,0.571428571,0.428571429,0.086778711,0.9131652659999999,2,1
9769,4815,2010/5/18,2010/5/18,男,4,广州,广东,CN,35.0,2014/3/31,15,14908,0,0,19251.0,0.0,38138,22307.35,2013/2/15,1.875,1863.5,5,411,22.5,52,0,0,1,0.584911374,15,0,14908,0,0,0,0,0,14908,0,0.0,1.0,0.9999329259999999,0.0,2,1
9862,50379,2012/9/1,2012/9/1,女,4,Seocho-gu,Seoul,KR,49.0,2014/3/31,13,13186,0,0,19590.0,0.0,30186,22175.1,2013/1/30,1.857142857,1883.714286,0,427,12.58333333,28,0,0,0,0.734615385,13,0,13186,0,0,0,0,0,13186,0,0.0,1.0,0.999924168,0.0,0,1
9892,37877,2012/11/15,2012/11/15,男,4,珠海,广东,CN,29.0,2014/3/31,21,14419,0,0,20467.0,0.0,44058,22133.9,2013/2/4,3.5,2403.166667,0,422,4.05,21,0,0,0,0.502380952,21,0,14419,0,0,0,0,0,14419,0,0.0,1.0,0.999930652,0.0,0,1
9899,60662,2012/6/7,2012/6/7,女,4,北京,北京,CN,39.0,2014/3/31,18,21392,0,0,18825.0,0.0,24434,22120.4,2013/3/30,2.25,2674.0,0,368,17.41176471,111,0,0,0,0.90531227,18,0,21392,0,0,0,0,0,21392,0,0.0,1.0,0.999953256,0.0,1,1
9996,10461,2010/12/27,2011/1/26,男,4,广州,广东,CN,37.0,2014/3/31,22,21323,0,0,20736.0,0.0,28787,21981.0,2013/3/30,2.75,2665.375,28,368,15.95238095,37,5378,757,0,0.763573835,22,0,21323,0,0,6135,6135,757,27458,757,0.0,1.0,0.999953104,0.0,31,1
10210,14389,2011/7/24,2011/7/24,男,4,北京,北京,CN,29.0,2014/3/31,17,17635,0,0,10497.0,0.0,23943,21645.9,2013/1/24,2.125,2204.375,65,433,14.5625,69,0,0,0,0.904059642,17,0,17635,0,0,0,0,0,17635,0,0.0,1.0,0.9999432979999999,0.0,0,1
10247,39683,2009/12/10,2010/2/17,男,4,江宁,江苏,CN,32.0,2014/3/31,21,17891,0,0,21177.0,0.0,29192,21585.3,2013/3/20,2.625,2236.375,86,378,13.35,70,0,0,1,0.739425185,21,0,17891,0,0,0,0,0,17891,0,0.0,1.0,0.9999441090000001,0.0,1,1
10364,11560,2011/2/8,2011/2/8,男,4,广州,广东,CN,35.0,2014/3/31,18,21228,0,0,25014.0,0.0,27093,21406.75,2013/3/20,2.25,2653.5,1,378,20.70588235,72,0,0,1,0.790121064,18,0,21228,0,0,0,0,0,21228,0,0.0,1.0,0.999952895,0.0,1,1
