MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
49564.0,2010/7/24,2010/7/24,男,5.0,中山,广东,CN,58.0,2014/3/31,34.0,78202.0,0.0,4116.0,36154.0,33255.0,58541.0,80520.61,2014/3/24,4.25,9775.25,0.0,8.0,21.90909091,106.0,750.0,0.0,0.0,1.375456688,16.0,18.0,38887.0,39315.0,4116.0,750.0,4866.0,4116.0,83068.0,43431.0,0.529411765,0.470588235,0.497257138,0.502730074,3.0
57187.0,2008/4/27,2011/1/14,男,5.0,郑州,河南,CN,38.0,2014/3/31,35.0,75885.0,0.0,2225.0,27939.0,32732.0,57698.0,80016.23,2014/3/6,4.375,9485.625,3.0,26.0,20.64705882,98.0,969.0,0.0,0.0,1.386811155,21.0,14.0,38413.0,37472.0,2225.0,969.0,3194.0,2225.0,79079.0,39697.0,0.4,0.6,0.506193501,0.49379332200000003,1.0
8329.0,2011/5/20,2011/6/4,男,6.0,乌鲁木齐,新疆,CN,44.0,2014/3/31,27.0,71594.0,0.0,444.0,26670.0,26848.0,55673.0,79571.58,2014/1/9,3.375,8949.25,35.0,83.0,23.57692308,120.0,888.0,0.0,4.0,1.42926697,14.0,13.0,39466.0,32128.0,444.0,888.0,1332.0,444.0,72926.0,32572.0,0.481481481,0.518518519,0.551239612,0.448746421,5.0
40402.0,2009/12/13,2009/12/13,男,6.0,广州,广东,CN,45.0,2014/3/31,32.0,79139.0,0.0,2379.0,33575.0,35191.0,60308.0,79284.66,2014/3/19,4.0,9892.375,4.0,13.0,23.03225806,91.0,0.0,0.0,1.0,1.3146624,15.0,17.0,37586.0,41553.0,2379.0,0.0,2379.0,2379.0,81518.0,43932.0,0.53125,0.46875,0.47493050299999995,0.525056861,1.0
2893.0,2008/5/28,2008/6/2,男,5.0,深圳,广东,CN,57.0,2014/3/31,27.0,75500.0,0.0,2166.0,28125.0,38701.0,53927.0,78390.39,2014/3/22,3.375,9437.5,20.0,10.0,26.96153846,98.0,888.0,0.0,3.0,1.4536389930000002,11.0,16.0,30739.0,44761.0,2166.0,888.0,3054.0,2166.0,78554.0,46927.0,0.592592593,0.40740740700000005,0.40713368,0.592853075,4.0
45667.0,2005/9/1,2005/9/1,男,5.0,广州,广东,CN,45.0,2014/3/31,34.0,72465.0,0.0,2837.0,25395.0,42022.0,54155.0,78088.87,2014/3/29,4.25,9058.125,1.0,3.0,22.03030303,85.0,3600.0,1200.0,0.0,1.4419512509999999,15.0,19.0,25656.0,46809.0,2837.0,4800.0,7637.0,4037.0,80102.0,50846.0,0.558823529,0.441176471,0.354041896,0.645944305,5.0
46767.0,2012/4/6,2012/5/26,男,6.0,北京,北京,CN,53.0,2014/3/31,31.0,78214.0,0.0,12600.0,11790.0,55911.0,54938.0,77941.12,2014/3/23,3.875,9776.75,50.0,9.0,22.23333333,130.0,0.0,0.0,0.0,1.418710546,6.0,25.0,12958.0,65256.0,12600.0,0.0,12600.0,12600.0,90814.0,77856.0,0.806451613,0.193548387,0.165671546,0.834315668,4.0
37819.0,2012/10/3,2012/11/1,男,6.0,Argyle,,US,63.0,2014/3/31,9.0,87310.0,0.0,3488.0,18800.0,29332.0,75093.0,77068.79,2014/1/25,1.5,14551.666669999999,29.0,67.0,56.25,139.0,0.0,0.0,0.0,1.026311241,2.0,7.0,30242.0,57068.0,3488.0,0.0,3488.0,3488.0,90798.0,60556.0,0.7777777779999999,0.222222222,0.346371019,0.653617528,0.0
37456.0,2010/8/20,2011/5/2,男,6.0,广州,广东,CN,58.0,2014/3/31,31.0,77828.0,0.0,2732.0,37810.0,39109.0,57054.0,76952.58,2014/3/5,3.875,9728.5,61.0,27.0,21.43333333,68.0,0.0,0.0,0.0,1.348767483,12.0,19.0,35130.0,42698.0,2732.0,0.0,2732.0,2732.0,80560.0,45430.0,0.612903226,0.387096774,0.451374166,0.548612985,0.0
44344.0,2009/8/7,2009/8/7,男,6.0,.,北京,CN,55.0,2014/3/31,39.0,74185.0,0.0,3293.0,31120.0,35939.0,53274.0,76788.64,2014/3/28,4.875,9273.125,33.0,4.0,18.26315789,88.0,0.0,0.0,0.0,1.441390547,19.0,20.0,34298.0,39887.0,3293.0,0.0,3293.0,3293.0,77478.0,43180.0,0.512820513,0.487179487,0.46232442799999995,0.537662093,1.0
30713.0,2008/10/30,2008/10/30,男,5.0,深圳,广东,CN,47.0,2014/3/31,34.0,71840.0,0.0,2529.0,30375.0,36487.0,52371.0,76591.08,2014/3/31,4.25,8980.0,19.0,1.0,21.54545455,103.0,888.0,500.0,4.0,1.462471215,15.0,19.0,35440.0,36400.0,2529.0,1388.0,3917.0,3029.0,75757.0,39429.0,0.558823529,0.441176471,0.493311619,0.506674462,6.0
12148.0,2008/4/6,2008/4/6,女,5.0,广州,广东,CN,59.0,2014/3/31,30.0,74837.0,0.0,358.0,45410.0,21324.0,55190.0,76317.0,2013/12/10,3.75,9354.625,69.0,113.0,18.93103448,105.0,0.0,0.0,2.0,1.382804856,20.0,10.0,50257.0,24580.0,358.0,0.0,358.0,358.0,75195.0,24938.0,0.333333333,0.666666667,0.671543868,0.32844277,2.0
35299.0,2010/10/17,2010/10/17,男,4.0,上海,上海,CN,39.0,2014/3/31,21.0,71841.0,0.0,2013.0,40645.0,15963.0,54220.0,76305.61,2013/11/30,2.625,8980.125,43.0,123.0,28.25,164.0,1776.0,5473.0,0.0,1.4073332719999998,15.0,6.0,51682.0,20159.0,2013.0,7249.0,9262.0,7486.0,81103.0,27645.0,0.28571428600000004,0.7142857140000001,0.719384204,0.28060187600000003,6.0
31527.0,2010/5/25,2010/5/25,男,4.0,Battery Point,TASMANIA,AU,70.0,2014/3/31,18.0,87795.0,0.0,0.0,88051.0,0.0,70739.0,76232.9,2013/3/22,2.25,10974.375,15.0,376.0,20.0,64.0,0.0,0.0,0.0,1.077664372,18.0,0.0,87795.0,0.0,0.0,0.0,0.0,0.0,87795.0,0.0,0.0,1.0,0.99998861,0.0,0.0
11037.0,2005/2/1,2005/8/11,男,5.0,北京,北京,CN,42.0,2014/3/31,30.0,74923.0,0.0,2865.0,42766.0,23158.0,55918.0,75817.07,2014/3/20,3.75,9365.375,3.0,12.0,24.68965517,115.0,0.0,0.0,6.0,1.3558616190000001,19.0,11.0,47658.0,27265.0,2865.0,0.0,2865.0,2865.0,77788.0,30130.0,0.36666666700000006,0.6333333329999999,0.636084566,0.36390208700000004,9.0
12997.0,2009/1/20,2009/1/20,女,4.0,,CA,US,49.0,2014/3/31,6.0,86074.0,0.0,0.0,12600.0,27000.0,73392.0,75593.76,2014/2/22,0.75,10759.25,202.0,39.0,98.0,297.0,0.0,0.0,7.0,1.03,2.0,4.0,30242.0,55832.0,0.0,0.0,0.0,0.0,86074.0,55832.0,0.666666667,0.333333333,0.351344757,0.648643625,7.0
60025.0,2012/3/30,2012/4/1,男,4.0,VALL GCAN,CA,US,52.0,2014/3/31,6.0,90726.0,0.0,0.0,31500.0,6300.0,73392.0,75593.76,2013/8/10,0.75,11340.75,0.0,235.0,99.2,269.0,0.0,0.0,0.0,1.03,5.0,1.0,75605.0,15121.0,0.0,0.0,0.0,0.0,90726.0,15121.0,0.166666667,0.833333333,0.833324148,0.16666483,0.0
43463.0,2013/3/3,2013/3/13,男,6.0,株洲,湖南,CN,49.0,2014/3/31,38.0,74005.0,0.0,8170.0,1815.0,65607.0,55596.0,75163.25,2014/3/21,7.6,14801.0,10.0,11.0,10.10810811,42.0,0.0,0.0,0.0,1.351954277,1.0,37.0,2044.0,71961.0,8170.0,0.0,8170.0,8170.0,82175.0,80131.0,0.9736842109999999,0.026315789,0.027619382,0.972367105,1.0
19636.0,2010/6/1,2010/10/21,男,6.0,广州市,,CN,54.0,2014/3/31,31.0,70420.0,0.0,2127.0,51525.0,16580.0,55642.0,75156.05,2014/3/24,3.875,8802.5,13.0,8.0,23.66666667,89.0,0.0,0.0,5.0,1.3507072,21.0,10.0,53267.0,17153.0,2127.0,0.0,2127.0,2127.0,72547.0,19280.0,0.322580645,0.677419355,0.75640789,0.24357791,7.0
53352.0,2006/3/28,2008/4/6,男,4.0,乌鲁木齐,新疆,CN,64.0,2014/3/31,31.0,65799.0,0.0,1632.0,26250.0,38722.0,52216.0,74730.93,2014/2/1,3.875,8224.875,123.0,60.0,18.26666667,119.0,888.0,13646.0,0.0,1.4311883330000001,11.0,20.0,24978.0,40821.0,1632.0,14534.0,16166.0,15278.0,81965.0,56099.0,0.64516129,0.35483871,0.37960486299999996,0.620379939,12.0
26513.0,2011/8/25,2011/8/25,男,6.0,乌鲁木齐,新疆,CN,47.0,2014/3/31,22.0,70142.0,0.0,3133.0,0.0,52253.0,54730.0,74515.57,2014/3/18,2.75,8767.75,504.0,14.0,10.14285714,48.0,0.0,10959.0,1.0,1.361512333,0.0,22.0,0.0,70142.0,3133.0,10959.0,14092.0,14092.0,84234.0,84234.0,1.0,0.0,0.0,0.999985743,5.0
8898.0,2007/4/27,2007/7/5,男,5.0,乌鲁木齐,新疆,CN,60.0,2014/3/31,26.0,64046.0,0.0,0.0,29565.0,17168.0,50464.0,71688.48,2014/1/25,3.25,8005.75,27.0,67.0,25.48,106.0,0.0,500.0,6.0,1.4205865569999998,13.0,13.0,39993.0,24053.0,0.0,500.0,500.0,500.0,64546.0,24553.0,0.5,0.5,0.624432058,0.37555232899999996,7.0
35836.0,2007/11/18,2007/11/18,男,5.0,哈尔滨,黑龙江,CN,48.0,2014/3/31,28.0,68418.0,0.0,2021.0,36780.0,13249.0,48681.0,71584.91,2014/3/23,3.5,8552.25,13.0,9.0,26.25925926,98.0,0.0,500.0,2.0,1.4704897190000001,19.0,9.0,48171.0,20247.0,2021.0,500.0,2521.0,2521.0,70939.0,22768.0,0.321428571,0.6785714290000001,0.704058814,0.29592657,4.0
46309.0,2007/8/24,2008/4/9,男,6.0,广州,广东,CN,65.0,2014/3/31,28.0,71085.0,0.0,3417.0,51255.0,12135.0,48738.0,71035.16,2013/11/5,3.5,8885.625,25.0,148.0,20.66666667,97.0,0.0,0.0,0.0,1.457490254,23.0,5.0,54369.0,16716.0,3417.0,0.0,3417.0,3417.0,74502.0,20133.0,0.17857142899999998,0.8214285709999999,0.764834145,0.235151788,4.0
56839.0,2009/10/13,2009/10/13,男,5.0,东莞,广东,CN,38.0,2014/3/31,17.0,76363.0,0.0,572.0,21295.0,37008.0,60715.0,70845.47,2014/1/20,2.125,9545.375,13.0,72.0,40.375,124.0,0.0,0.0,0.0,1.166852837,9.0,8.0,30836.0,45527.0,572.0,0.0,572.0,572.0,76935.0,46099.0,0.470588235,0.529411765,0.40380283899999997,0.5961840660000001,0.0
59386.0,2011/7/29,2011/7/29,男,6.0,广州,广东,CN,64.0,2014/3/31,31.0,66760.0,0.0,7490.0,29050.0,32572.0,48504.0,69799.6,2013/12/6,3.875,8345.0,19.0,117.0,19.83333333,132.0,0.0,29597.0,2.0,1.439048326,14.0,17.0,30177.0,36583.0,7490.0,29597.0,37087.0,37087.0,103847.0,73670.0,0.548387097,0.45161290299999995,0.45201539799999996,0.547969623,7.0
62884.0,2006/5/24,2007/4/21,男,5.0,武汉,湖北,CN,50.0,2014/3/31,27.0,65918.0,0.0,3129.0,23892.0,35680.0,49859.0,69233.43,2014/2/29  0:00:00,3.375,8239.75,202.0,32.0,19.11538462,72.0,0.0,0.0,4.0,1.388584408,11.0,16.0,25842.0,40076.0,3129.0,0.0,3129.0,3129.0,69047.0,43205.0,0.592592593,0.40740740700000005,0.39202657799999996,0.607958252,4.0
31866.0,2010/11/17,2012/1/14,男,6.0,乌鲁木齐,新彊,CN,52.0,2014/3/31,21.0,62436.0,0.0,2214.0,5465.0,52360.0,58554.0,69043.18,2014/3/15,2.625,7804.5,290.0,17.0,21.2,115.0,0.0,7392.0,0.0,1.179136865,2.0,19.0,6118.0,56318.0,2214.0,7392.0,9606.0,9606.0,72042.0,65924.0,0.904761905,0.095238095,0.097986771,0.901997213,2.0
24284.0,2012/1/28,2012/1/28,男,6.0,上海市,上海,CN,41.0,2014/3/31,37.0,64647.0,0.0,2443.0,31360.0,34958.0,49165.0,68171.61,2014/3/27,4.625,8080.875,5.0,5.0,20.02777778,112.0,0.0,0.0,0.0,1.3865882230000002,18.0,19.0,29351.0,35296.0,2443.0,0.0,2443.0,2443.0,67090.0,37739.0,0.513513514,0.486486486,0.454012498,0.545972033,1.0
35486.0,2005/11/14,2005/11/14,女,6.0,长春,吉林,CN,67.0,2014/3/31,38.0,61630.0,0.0,3073.0,30945.0,17769.0,47103.0,67974.16,2014/3/14,4.75,7703.75,16.0,18.0,18.83783784,78.0,0.0,0.0,7.0,1.4430961930000001,20.0,18.0,31340.0,30290.0,3073.0,0.0,3073.0,3073.0,64703.0,33363.0,0.473684211,0.526315789,0.508510328,0.491473447,11.0
62967.0,2008/7/9,2008/7/9,男,6.0,乌鲁木齐,新疆,CN,65.0,2014/3/31,23.0,64179.0,0.0,5042.0,13560.0,36041.0,47595.0,67407.32,2013/12/11,2.875,8022.375,1.0,112.0,28.09090909,172.0,0.0,3696.0,0.0,1.416268936,7.0,16.0,19160.0,45019.0,5042.0,3696.0,8738.0,8738.0,72917.0,53757.0,0.695652174,0.304347826,0.298535369,0.70144905,2.0
56764.0,2007/8/20,2007/8/20,男,5.0,深圳,广东,CN,47.0,2014/3/31,27.0,65806.0,0.0,1218.0,30269.0,27979.0,46587.0,66685.95,2014/3/29,3.375,8225.75,8.0,3.0,27.69230769,126.0,0.0,0.0,0.0,1.431428295,13.0,14.0,33080.0,32726.0,1218.0,0.0,1218.0,1218.0,67024.0,33944.0,0.518518519,0.481481481,0.502682085,0.497302719,0.0
4188.0,2010/9/28,2010/9/28,男,4.0,深圳,广东,CN,48.0,2014/3/31,32.0,58237.0,0.0,0.0,52535.0,6773.0,46488.0,65084.56,2013/8/28,4.0,7279.625,0.0,217.0,16.58064516,100.0,1200.0,1200.0,1.0,1.400029255,28.0,4.0,51561.0,6676.0,0.0,2400.0,2400.0,1200.0,60637.0,7876.0,0.125,0.875,0.885349772,0.114633057,6.0
57805.0,2008/11/12,2008/12/22,男,5.0,,,SG,51.0,2014/3/31,28.0,65868.0,0.0,2867.0,5565.0,50950.0,47951.0,64999.52,2014/2/1,3.5,8233.5,48.0,60.0,23.07407407,187.0,0.0,0.0,0.0,1.3555404480000002,4.0,24.0,5793.0,60075.0,2867.0,0.0,2867.0,2867.0,68735.0,62942.0,0.857142857,0.14285714300000002,0.087947289,0.912037529,0.0
20440.0,2005/10/23,2005/11/24,男,5.0,深圳,广东,CN,60.0,2014/3/31,34.0,59726.0,0.0,475.0,41518.0,17017.0,47751.0,64918.27,2014/3/30,4.25,7465.75,23.0,2.0,21.39393939,74.0,0.0,1000.0,0.0,1.35951645,21.0,13.0,39948.0,19778.0,475.0,1000.0,1475.0,1475.0,61201.0,21253.0,0.382352941,0.6176470589999999,0.668843237,0.33114002,2.0
27500.0,2012/9/26,2013/6/1,男,5.0,北京,北京,CN,36.0,2014/3/31,26.0,63498.0,0.0,3625.0,0.0,55999.0,50024.0,64428.78,2014/3/9,3.714285714,9071.142856999999,248.0,23.0,11.28,31.0,4330.0,1363.0,3.0,1.28795738,0.0,26.0,0.0,63498.0,3625.0,5693.0,9318.0,4988.0,72816.0,68486.0,1.0,0.0,0.0,0.9999842520000001,14.0
3670.0,2008/11/9,2008/11/9,男,4.0,西宁,青海,CN,40.0,2014/3/31,23.0,54433.0,0.0,0.0,33613.0,16274.0,47238.0,64387.7,2014/2/4,2.875,6804.125,36.0,57.0,29.0,221.0,0.0,0.0,0.0,1.363048817,16.0,7.0,35797.0,18636.0,0.0,0.0,0.0,0.0,54433.0,18636.0,0.304347826,0.695652174,0.657622074,0.342359555,0.0
58031.0,2012/11/17,2012/11/17,男,4.0,CEMITOS,CA,US,18.0,2014/3/31,7.0,76987.0,0.0,103.0,25947.0,7047.0,62686.0,64368.2,2013/8/21,1.166666667,12831.16667,0.0,224.0,46.16666667,172.0,0.0,0.0,0.0,1.026835338,5.0,2.0,61175.0,15812.0,103.0,0.0,103.0,103.0,77090.0,15915.0,0.28571428600000004,0.7142857140000001,0.7946043540000001,0.205382657,0.0
37508.0,2010/12/1,2011/1/24,女,5.0,西宁,青海,CN,55.0,2014/3/31,25.0,50482.0,0.0,1206.0,25645.0,26585.0,44870.0,64332.4,2014/1/24,3.125,6310.25,17.0,68.0,26.91666667,156.0,0.0,0.0,0.0,1.433750836,12.0,13.0,24274.0,26208.0,1206.0,0.0,1206.0,1206.0,51688.0,27414.0,0.52,0.48,0.48083513299999997,0.519145059,0.0
29255.0,2005/7/22,2005/10/13,女,4.0,MONTEREY PARK,CA,US,53.0,2014/3/31,5.0,75605.0,0.0,0.0,37500.0,23500.0,61160.0,64218.0,2013/7/21,0.625,9450.625,66.0,255.0,102.5,153.0,0.0,0.0,1.0,1.05,3.0,2.0,45363.0,30242.0,0.0,0.0,0.0,0.0,75605.0,30242.0,0.4,0.6,0.5999920639999999,0.399994709,1.0
26133.0,2011/9/3,2011/9/4,男,6.0,本溪,辽宁,CN,41.0,2014/3/31,26.0,58016.0,0.0,2456.0,10342.0,38841.0,47873.0,64041.31,2014/3/28,3.25,7252.0,87.0,4.0,25.6,155.0,888.0,0.0,0.0,1.337733378,10.0,16.0,13567.0,44449.0,2456.0,888.0,3344.0,2456.0,61360.0,46905.0,0.615384615,0.384615385,0.233845252,0.7661375109999999,1.0
27085.0,2010/2/13,2010/12/7,男,4.0,北京,北京,CN,60.0,2014/3/31,25.0,58479.0,0.0,0.0,51507.0,7548.0,52450.0,63863.12,2014/3/24,3.125,7309.875,16.0,8.0,29.45833333,195.0,0.0,0.0,0.0,1.2176,19.0,6.0,52871.0,5608.0,0.0,0.0,0.0,0.0,58479.0,5608.0,0.24,0.76,0.9040868670000001,0.095896033,0.0
29173.0,2005/5/6,2006/2/11,男,6.0,深圳,广东,CN,62.0,2014/3/31,28.0,59481.0,0.0,1906.0,18575.0,28413.0,43915.0,63552.65,2014/2/17,3.5,7435.125,4.0,44.0,25.2962963,121.0,2000.0,0.0,0.0,1.447174086,12.0,16.0,25779.0,33702.0,1906.0,2000.0,3906.0,1906.0,63387.0,35608.0,0.571428571,0.428571429,0.433391614,0.5665915739999999,2.0
60391.0,2012/5/30,2012/5/30,男,6.0,成都,四川,CN,46.0,2014/3/31,30.0,62151.0,0.0,5511.0,3525.0,49620.0,43997.0,63468.12,2014/3/28,3.75,7768.875,0.0,4.0,23.03448276,290.0,0.0,3696.0,0.0,1.4425556290000001,2.0,28.0,4018.0,58133.0,5511.0,3696.0,9207.0,9207.0,71358.0,67340.0,0.933333333,0.066666667,0.06464796,0.9353359509999999,3.0
4181.0,2009/12/10,2010/10/19,男,4.0,S.P.S,CORTES,HN,45.0,2014/3/31,6.0,76027.0,0.0,3488.0,0.0,33615.0,62259.0,63324.5,2013/11/30,0.75,9503.375,396.0,123.0,42.4,136.0,0.0,0.0,0.0,1.017113992,0.0,6.0,0.0,76027.0,3488.0,0.0,3488.0,3488.0,79515.0,79515.0,1.0,0.0,0.0,0.9999868470000001,0.0
13752.0,2010/6/9,2010/6/10,男,4.0,广州,广东,CN,60.0,2014/3/31,19.0,66977.0,0.0,3774.0,14823.0,43289.0,50352.0,63292.01,2014/1/18,2.375,8372.125,51.0,74.0,33.66666667,126.0,0.0,0.0,0.0,1.256990983,7.0,12.0,15241.0,51736.0,3774.0,0.0,3774.0,3774.0,70751.0,55510.0,0.6315789470000001,0.36842105299999994,0.22755233100000002,0.7724327390000001,0.0
37160.0,2007/4/27,2007/7/18,女,5.0,上海,上海,CN,25.0,2014/3/31,33.0,59301.0,0.0,2148.0,36480.0,25270.0,43164.0,63097.92,2014/3/4,4.125,7412.625,6.0,28.0,21.78125,111.0,2664.0,0.0,0.0,1.4618181819999998,19.0,14.0,34143.0,25158.0,2148.0,2664.0,4812.0,2148.0,64113.0,27306.0,0.424242424,0.575757576,0.575747867,0.42423527,4.0
26673.0,2006/8/5,2006/8/5,男,6.0,长春,吉林,CN,44.0,2014/3/31,35.0,58712.0,0.0,3341.0,27636.0,31344.0,45965.0,63093.18,2014/3/1,4.375,7339.0,42.0,31.0,19.35294118,110.0,0.0,2000.0,1.0,1.3726352659999999,14.0,21.0,27331.0,31381.0,3341.0,2000.0,5341.0,5341.0,64053.0,36722.0,0.6,0.4,0.465501678,0.53448129,5.0
23628.0,2011/5/31,2011/5/31,男,4.0,compton,ca,US,39.0,2014/3/31,9.0,73194.0,0.0,0.0,30491.0,3400.0,67245.0,63047.58,2013/4/22,1.125,9149.25,18.0,345.0,46.0,168.0,0.0,0.0,0.0,0.937580192,8.0,1.0,61562.0,11632.0,0.0,0.0,0.0,0.0,73194.0,11632.0,0.111111111,0.8888888890000001,0.8410683790000001,0.158917959,0.0
61361.0,2013/1/12,2013/1/12,男,5.0,乌鲁木齐,新疆,CN,44.0,2014/3/31,19.0,59657.0,0.0,1791.0,15048.0,33514.0,48560.0,62997.19,2014/3/27,3.8,11931.4,0.0,5.0,24.44444444,84.0,888.0,3696.0,0.0,1.297306219,5.0,14.0,17875.0,41782.0,1791.0,4584.0,6375.0,5487.0,66032.0,47269.0,0.736842105,0.263157895,0.299624526,0.7003587109999999,2.0
