,MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight,Category
10,58877,2010/11/18,2010/11/20,女,6,PARIS,PARIS,FR,34.0,2014/3/31,43,298321,0,39018,69056.0,91581.0,262013,259041.26,2014/3/10,5.375,37290.125,2,22,16.83333333,95,0,500,1,0.988658044,20,23,140394,157927,39018,500,39518,39518,337839,197445,0.534883721,0.46511627899999997,0.470612291,0.5293843570000001,3,4
11,37994,2004/11/13,2004/12/2,男,6,北京,.,CN,47.0,2014/3/31,145,256093,0,44539,92975.0,126821.0,271438,258554.16,2014/3/26,18.125,32011.625,1,6,5.027777778,42,20010,32459,15,0.95253487,57,88,101639,154454,44539,52469,97008,76998,353101,231452,0.606896552,0.39310344799999997,0.396881614,0.603114481,66,4
12,28012,2006/11/23,2007/11/18,男,5,SAN MARINO,CA,US,58.0,2014/3/31,29,210269,0,35539,44750.0,53977.0,321529,256942.5,2014/1/25,3.625,26283.625,20,67,23.0,112,0,0,3,0.799126984,14,15,89594,120675,35539,0,35539,35539,245808,156214,0.517241379,0.482758621,0.426090265,0.573904979,4,4
13,54943,2006/10/25,2007/10/27,男,6,深圳,广东,CN,47.0,2014/3/31,118,241614,0,26426,105466.0,119832.0,179514,251029.1,2014/3/29,14.75,30201.75,3,3,6.196581197,38,2664,0,14,1.398381742,52,66,109261,132353,26426,2664,29090,26426,270704,158779,0.559322034,0.44067796600000003,0.45221116200000006,0.5477846989999999,20,4
14,57881,2010/2/1,2010/2/1,女,6,广州,广东,CN,45.0,2014/3/31,50,289917,0,38028,68941.0,79076.0,270067,248997.68,2014/3/30,6.25,36239.625,0,2,14.87755102,100,400,0,9,0.9219848409999999,25,25,141454,148463,38028,400,38428,38028,328345,186491,0.5,0.5,0.487910375,0.5120861760000001,12,4
15,1254,2008/3/28,2008/4/5,男,4,BOWLAND HEIGHTS,CALIFORNIA,US,63.0,2014/3/31,22,286164,0,23338,69300.0,54764.0,234721,240843.6,2014/1/27,2.75,35770.5,11,65,31.19047619,102,0,500,6,1.0260845859999999,11,11,166331,119833,23338,500,23838,23838,310002,143671,0.5,0.5,0.5812415910000001,0.418754914,8,4
16,8253,2010/7/15,2010/8/20,男,6,乌鲁木齐,新疆,CN,48.0,2014/3/31,101,219995,0,23381,93840.0,93114.0,172231,238802.57,2014/3/25,12.625,27499.375,40,7,6.84,41,0,13817,15,1.3865249,46,55,105476,114519,23381,13817,37198,37198,257193,151717,0.544554455,0.455445545,0.479445081,0.520550374,22,4
17,58899,2010/11/10,2011/2/23,女,6,PARIS,,FR,50.0,2014/3/31,40,249882,0,31823,66239.0,63260.0,284160,238081.82,2014/2/16,5.0,31235.25,0,45,17.58974359,77,0,0,12,0.8378442429999999,15,25,144509,105373,31823,0,31823,31823,281705,137196,0.625,0.375,0.578306648,0.421689351,13,4
18,26955,2006/4/6,2007/2/22,男,6,乌鲁木齐市,新疆,CN,54.0,2014/3/31,64,215013,0,22036,99735.0,93006.0,169358,237371.54,2014/3/30,8.0,26876.625,23,2,11.20634921,48,0,12865,16,1.4015962640000001,32,32,110416,104597,22036,12865,34901,34901,249914,139498,0.5,0.5,0.513529352,0.48646599799999996,23,4
19,41616,2011/8/29,2011/10/22,男,6,东莞,广东,CN,41.0,2014/3/31,38,191038,0,24656,60930.0,52316.0,332896,235785.38,2014/3/8,4.75,23879.75,16,24,18.67567568,74,0,0,0,0.70828541,20,18,98699,92339,24656,0,24656,24656,215694,116995,0.473684211,0.526315789,0.516643199,0.48335156700000004,3,4
20,21501,2008/7/30,2008/11/21,男,6,.,北京,CN,49.0,2014/3/31,106,220641,0,30493,69566.0,122763.0,167113,228845.23,2014/3/28,13.25,27580.125,51,4,6.438095238,31,0,0,4,1.369404116,44,62,74706,145935,30493,0,30493,30493,251134,176428,0.58490566,0.41509434,0.33858467600000003,0.6614107920000001,9,4
21,41281,2011/6/7,2011/6/9,男,6,VECHEL,NORD BRABANT,AN,,2014/3/31,23,255573,0,29947,46800.0,198224.0,214590,227815.38,2014/3/26,2.875,31946.625,1,6,32.90909091,135,0,1000,7,1.0616309240000001,8,15,97712,157861,29947,1000,30947,30947,286520,188808,0.6521739129999999,0.347826087,0.382323711,0.617672377,9,4
22,47229,2005/4/10,2005/4/10,男,6,广州,广东,CN,69.0,2014/3/31,94,193169,0,35222,59169.0,74497.0,305250,226435.62,2014/3/9,11.75,24146.125,13,23,7.47311828,42,17020,31983,5,0.741803833,43,51,71713,121456,35222,49003,84225,67205,277394,188661,0.542553191,0.457446809,0.37124294700000005,0.628751877,46,4
23,28474,2010/4/13,2010/4/13,男,6,,CA,US,41.0,2014/3/31,20,256337,0,24423,64258.0,59600.0,222380,223470.65,2014/1/18,2.5,32042.125,34,74,32.78947368,110,0,0,8,1.004904443,13,7,152816,103521,24423,0,24423,24423,280760,127944,0.35,0.65,0.596150395,0.40384570399999997,9,4
24,58472,2010/2/14,2010/3/1,女,5,,,FR,48.0,2014/3/31,44,204801,0,30638,38510.0,75816.0,281837,221892.65,2014/3/15,5.5,25600.125,31,17,15.88372093,66,0,500,10,0.7873084440000001,17,27,75627,129174,30638,500,31138,31138,235939,160312,0.613636364,0.386363636,0.369268855,0.630726262,12,4
25,13942,2010/10/14,2010/11/1,男,6,PARIS,FRANCE,FR,39.0,2014/3/31,62,241719,0,32263,72806.0,83496.0,243674,220035.19,2014/3/15,7.75,30214.875,28,17,11.24590164,121,400,500,7,0.9029900190000001,20,42,121764,119955,32263,900,33163,32763,274882,152718,0.677419355,0.322580645,0.503739864,0.496255999,10,4
26,45075,2007/2/1,2007/3/23,男,6,湛江,广东,CN,46.0,2014/3/31,213,217809,0,20801,136769.0,96568.0,187917,215419.52,2014/3/29,26.625,27226.125,0,3,3.433962264,37,192969,363819,0,1.146354614,118,95,127819,89990,20801,556788,577589,384620,795398,474610,0.44600939,0.55399061,0.5868371520000001,0.41315825700000003,49,4
27,47114,2005/1/15,2005/3/17,男,6,.,北京,CN,47.0,2014/3/31,74,209810,0,20044,101398.0,83139.0,148685,213119.79,2014/3/21,9.25,26226.25,27,11,9.493150685,51,2862,2460,8,1.4333644280000002,40,34,112691,97119,20044,5322,25366,22504,235176,119623,0.45945945899999996,0.540540541,0.5371072060000001,0.46288802799999995,14,4
28,54619,2006/1/7,2006/1/8,男,6,广州,广东,CN,62.0,2014/3/31,101,209362,0,24873,94055.0,107896.0,159129,212941.63,2014/3/14,12.625,26170.25,5,18,7.08,29,3552,0,3,1.33816985,49,52,91188,118174,24873,3552,28425,24873,237787,143047,0.514851485,0.485148515,0.435549739,0.564445485,11,4
29,12349,2008/6/16,2008/6/27,男,6,深圳,广东,CN,46.0,2014/3/31,87,199866,0,22439,83780.0,102594.0,149254,212644.35,2014/3/21,10.875,24983.25,9,11,8.26744186,36,1776,0,9,1.424714581,42,45,85157,114709,22439,1776,24215,22439,224081,137148,0.517241379,0.482758621,0.426068335,0.573926661,15,4
30,35883,2006/4/11,2007/4/18,男,6,乌鲁木齐市,新疆,CN,55.0,2014/3/31,53,195075,0,16804,96945.0,69814.0,144076,211679.96,2014/3/30,6.625,24384.375,29,2,13.46153846,61,0,0,3,1.469224298,27,26,104969,90106,16804,0,16804,16804,211879,106910,0.490566038,0.509433962,0.5380928460000001,0.46190202799999996,7,4
31,56091,2004/11/25,2005/2/10,女,6,广州市,广东省,CN,46.0,2014/3/31,95,197222,0,13133,134702.0,60366.0,149053,210894.36,2014/3/24,11.875,24652.75,11,8,7.574468085,80,1776,0,8,1.414895104,66,29,133063,64159,13133,1776,14909,13133,212131,77292,0.30526315800000003,0.6947368420000001,0.674682973,0.325311957,14,4
32,2137,2005/4/11,2005/5/3,男,6,广州,广东,CN,69.0,2014/3/31,131,199716,0,29222,86875.0,89532.0,220948,208770.29,2014/3/16,16.375,24964.5,1,16,5.492307692000001,50,888,5000,14,0.9448842709999999,58,73,105346,94370,29222,5888,35110,34222,234826,128592,0.557251908,0.44274809200000004,0.527476379,0.472518614,20,4
33,27708,2006/3/20,2006/3/25,男,6,深圳,广东,CN,45.0,2014/3/31,95,194326,0,17222,96692.0,75484.0,148227,207316.24,2014/3/29,11.875,24290.75,3,3,7.712765957,37,4464,4000,8,1.3986401940000002,56,39,111483,82843,17222,8464,25686,21222,220012,104065,0.410526316,0.589473684,0.57368765,0.426307204,19,4
34,28014,2006/12/1,2011/1/7,女,6,Paris,,FR,48.0,2014/3/31,47,218842,0,30870,63100.0,69298.0,285144,206924.9,2014/3/29,5.875,27355.25,1,3,15.80434783,105,0,2000,5,0.725685618,22,25,126430,92412,30870,2000,32870,32870,251712,125282,0.531914894,0.46808510600000003,0.577720101,0.42227533,7,4
35,3539,2009/10/13,2009/10/13,男,4,UPLAND,CALIFORNIA,US,53.0,2014/3/31,25,228851,0,29866,115502.0,48696.0,220389,206702.83,2013/12/15,3.125,28606.375,61,108,23.41666667,72,0,0,9,0.937899941,12,13,139431,89420,29866,0,29866,29866,258717,119286,0.52,0.48,0.609262755,0.390732875,10,4
36,56149,2005/2/13,2005/3/6,男,4,番禺,广东,CN,39.0,2014/3/31,24,228227,0,10881,138960.0,32385.0,189813,206368.5,2014/2/27,3.0,28528.375,57,34,27.82608696,192,0,0,6,1.087220053,18,6,184223,44004,10881,0,10881,10881,239108,54885,0.25,0.75,0.807188426,0.19280719300000002,10,4
37,44936,2006/3/30,2007/5/2,男,6,乌鲁木齐市,新疆,CN,37.0,2014/3/31,54,183336,0,15635,101235.0,70902.0,141012,206174.34,2013/11/28,6.75,22917.0,3,125,11.37735849,54,0,7392,5,1.462104927,32,22,105630,77706,15635,7392,23027,23027,206363,100733,0.40740740700000005,0.592592593,0.576152113,0.42384243200000005,11,4
38,62751,2007/5/8,2007/8/12,男,6,北京,北京,CN,45.0,2014/3/31,166,206908,0,36878,71418.0,112597.0,229303,204119.18,2014/3/31,20.75,25863.5,7,1,4.381818182,31,828,16266,10,0.890172305,68,98,77817,129091,36878,17094,53972,53144,260880,182235,0.5903614460000001,0.409638554,0.376092872,0.623902295,25,4
39,40066,2009/2/27,2009/3/4,男,6,广州,广东,CN,63.0,2014/3/31,81,185232,0,15316,107153.0,75102.0,140819,201255.62,2014/2/27,10.125,23154.0,12,34,8.5625,46,888,12000,1,1.4291794430000002,41,40,110422,74810,15316,12888,28204,27316,213436,102126,0.49382716,0.50617284,0.596124881,0.403869721,5,4
40,18793,2006/4/25,2006/6/2,男,6,.,北京,CN,48.0,2014/3/31,98,191809,0,16458,88788.0,85119.0,137876,201097.86,2014/3/30,12.25,23976.125,1,2,7.505154639,46,888,1280,11,1.458541443,51,47,102886,88923,16458,2168,18626,17738,210435,106661,0.479591837,0.5204081629999999,0.536395391,0.463599395,17,4
41,13963,2011/1/18,2011/4/3,男,6,广州,广东,CN,63.0,2014/3/31,35,230527,0,23524,146039.0,119384.0,201141,200850.26,2014/3/29,4.375,28815.875,1,3,21.38235294,84,0,0,13,0.9985545459999999,20,15,128079,102448,23524,0,23524,23524,254051,125972,0.428571429,0.571428571,0.555589777,0.444405886,16,4
42,46084,2007/1/4,2007/3/31,男,6,广州,广东,CN,54.0,2014/3/31,95,190478,0,16249,91729.0,89721.0,140803,196699.68,2014/3/29,11.875,23809.75,3,3,7.712765957,47,634,12991,1,1.3969850069999998,44,51,95207,95271,16249,13625,29874,29240,220352,124511,0.536842105,0.463157895,0.499829378,0.500165373,21,4
43,58798,2010/5/4,2010/5/14,男,5,广州,广东,CN,51.0,2014/3/31,46,177032,0,13846,53523.0,50287.0,256766,196358.51,2014/3/19,5.75,22129.0,3,13,15.88888889,54,0,1000,0,0.764737193,26,20,89814,87218,13846,1000,14846,14846,191878,102064,0.434782609,0.565217391,0.507329142,0.492665209,2,4
44,56089,2004/12/4,2005/2/27,男,6,广州市,广东省,CN,49.0,2014/3/31,54,208801,0,21971,99145.0,84348.0,160825,194362.54,2014/2/23,6.75,26100.125,1,38,13.05660377,52,0,0,0,1.20853437,25,29,106358,102443,21971,0,21971,21971,230772,124414,0.537037037,0.46296296299999995,0.509372516,0.490622695,4,4
45,58693,2010/12/11,2011/8/6,男,6,PARIS,,FR,39.0,2014/3/31,21,219390,0,18503,54900.0,63000.0,185493,190966.44,2014/3/10,2.625,27423.75,11,22,34.9,154,0,0,4,1.029507529,11,10,114042,105348,18503,0,18503,18503,237893,123851,0.47619047600000003,0.523809524,0.51981166,0.48018378100000003,5,4
46,28780,2012/7/13,2012/7/13,男,6,广州,广东,CN,47.0,2014/3/31,110,190726,0,29067,75354.0,103498.0,187588,190585.35,2014/3/31,15.71428571,27246.57143,0,1,5.752293578,39,2664,5500,5,1.015978367,37,73,76476,114250,29067,8164,37231,34567,227957,148817,0.663636364,0.336363636,0.40097102100000004,0.599023735,11,4
47,27836,2006/7/16,2006/8/18,男,6,.,北京,CN,59.0,2014/3/31,134,181303,0,16722,106902.0,72650.0,140356,190330.2,2014/3/25,16.75,22662.875,2,7,5.428571429,37,2928,0,9,1.356053179,78,56,103937,77366,16722,2928,19650,16722,200953,94088,0.417910448,0.582089552,0.573274721,0.426719763,15,4
48,38073,2005/1/26,2005/3/1,男,6,长沙,湖南,CN,76.0,2014/3/31,107,181982,0,18068,81623.0,80541.0,135811,189998.56,2014/3/30,13.375,22747.75,4,2,6.839622642,30,888,5000,2,1.3989924230000002,56,51,86679,95303,18068,5888,23956,23068,205938,118371,0.476635514,0.523364486,0.476302732,0.5236917729999999,9,4
49,22629,2010/7/15,2010/7/15,男,5,SUMIDA-KU,TOKYO-TO,JP,49.0,2014/3/31,70,195866,0,3520,181233.0,27525.0,219282,189345.5,2013/6/2,8.75,24483.25,11,304,6.028985507000001,32,0,0,8,0.863479447,61,9,169460,26406,3520,0,3520,3520,199386,29926,0.12857142900000001,0.8714285709999999,0.865178922,0.134815972,9,4
50,12326,2008/5/21,2008/6/12,男,6,.,北京,CN,40.0,2014/3/31,189,181836,0,38463,74201.0,104344.0,235687,189170.24,2014/3/31,23.625,22729.5,2,1,3.872340426,20,18647,23188,5,0.802633323,78,111,74596,107240,38463,41835,80298,61651,262134,168891,0.587301587,0.412698413,0.41023554100000004,0.58975896,56,4
51,24222,2012/1/8,2012/2/23,男,6,广州,广东,CN,51.0,2014/3/31,87,186523,0,20286,80624.0,91862.0,132283,188526.69,2014/3/28,10.875,23315.375,3,4,8.418604651,44,0,0,3,1.4251770069999998,38,49,84840,101683,20286,0,20286,20286,206809,121969,0.563218391,0.43678160899999996,0.454847634,0.545147005,7,4
52,916,2006/11/18,2007/6/1,男,6,番禺,广东,CN,46.0,2014/3/31,29,192450,0,34242,59672.0,56764.0,211369,187879.56,2014/3/21,3.625,24056.25,1,11,25.67857143,131,0,0,7,0.8888699859999999,10,19,85381,107069,34242,0,34242,34242,226692,141311,0.655172414,0.344827586,0.443650592,0.5563442120000001,10,4
53,45008,2007/12/10,2007/12/10,男,5,乌鲁木齐,新疆,CN,54.0,2014/3/31,48,166322,0,16307,45881.0,92675.0,130135,183255.82,2014/3/31,6.0,20790.25,18,1,15.14893617,61,888,11851,3,1.408197795,17,31,54678,111644,16307,12739,29046,28158,195368,139802,0.645833333,0.35416666700000005,0.328745874,0.6712481140000001,10,4
54,11523,2007/7/6,2007/7/17,男,6,深圳,广东,CN,49.0,2014/3/31,68,175383,0,18450,62056.0,93021.0,135374,182670.32,2014/3/31,8.5,21922.875,29,1,10.46268657,39,2664,4700,2,1.349375212,27,41,68362,107021,18450,7364,25814,23150,201197,130171,0.602941176,0.397058824,0.389784701,0.610209597,11,4
55,56088,2004/12/3,2005/1/13,男,6,广州,广东,CN,41.0,2014/3/31,111,184392,0,26563,67261.0,62413.0,216560,179409.75,2014/3/28,13.875,23049.0,2,4,6.590909091,39,31571,29516,19,0.828452854,51,60,107830,76562,26563,61087,87650,56079,272042,132641,0.540540541,0.45945945899999996,0.584783587,0.41521099,100,4
56,56573,2007/11/26,2007/12/14,女,6,广州,广东,CN,38.0,2014/3/31,69,163542,0,16559,65014.0,91429.0,131660,178391.87,2014/3/10,8.625,20442.75,51,22,9.676470587999999,77,7140,12236,6,1.3549435669999998,31,38,68643,94899,16559,19376,35935,28795,199477,123694,0.5507246379999999,0.449275362,0.419724476,0.580269409,39,4
57,38883,2008/2/2,2008/2/2,男,6,广州,广东,CN,48.0,2014/3/31,126,172529,0,28534,83906.0,87043.0,204371,177296.41,2014/3/28,15.75,21566.125,14,4,5.704,33,0,33591,2,0.867522349,63,63,83829,88700,28534,33591,62125,62125,234654,150825,0.5,0.5,0.485880716,0.514113488,13,4
58,38035,2004/12/28,2005/5/11,男,6,深圳,广东省,CN,42.0,2014/3/31,55,163139,0,13923,53027.0,86719.0,153868,176332.82,2014/3/17,6.875,20392.375,5,15,13.16666667,59,0,500,0,1.1460005979999999,25,30,60667,102472,13923,500,14423,14423,177562,116895,0.545454545,0.454545455,0.371870786,0.6281230839999999,5,4
59,11034,2005/1/26,2005/3/9,男,5,北京,.,CN,59.0,2014/3/31,76,155120,0,23554,53644.0,85537.0,214921,176060.56,2014/3/11,9.5,19390.0,25,21,9.133333333,34,0,11856,5,0.819187329,30,46,56664,98456,23554,11856,35410,35410,190530,133866,0.605263158,0.39473684200000003,0.365289032,0.634704521,13,4
60,47143,2005/2/17,2005/2/17,男,6,.,北京,CN,48.0,2014/3/31,68,165817,0,17121,78610.0,74530.0,127335,175774.55,2014/3/17,8.5,20727.125,11,15,10.52238806,60,1018,2545,3,1.380410335,32,36,82795,83022,17121,3563,20684,19666,186501,102688,0.529411765,0.470588235,0.49931249899999997,0.50068147,9,4
61,29033,2004/11/19,2004/11/19,男,6,HK,HK,HK,60.0,2014/3/31,77,169956,0,22373,60120.0,91155.0,136121,175326.35,2014/3/31,9.625,21244.5,4,1,9.552631579,55,888,2000,4,1.2880183809999999,29,48,66075,103881,22373,2888,25261,24373,195217,128254,0.623376623,0.37662337700000004,0.38877480799999997,0.611219308,7,4
62,16812,2010/6/9,2010/6/27,男,6,PUCHONG,Selangor Darul Ehsan,MY,52.0,2014/3/31,84,182039,0,22629,69796.0,118928.0,186821,175243.9,2014/3/26,10.5,22754.875,0,6,8.734939759,69,0,0,1,0.9380310559999999,33,51,66140,115899,22629,0,22629,22629,204668,138528,0.607142857,0.39285714299999996,0.363326741,0.636667765,2,4
63,5241,2011/5/14,2011/5/14,男,6,杭州市,浙江,CN,31.0,2014/3/31,96,165370,0,27241,78243.0,65025.0,204612,173559.99,2014/3/18,12.0,20671.25,24,14,7.294736842000001,55,36359,30615,12,0.848239546,54,42,95143,70227,27241,66974,94215,57856,259585,128083,0.4375,0.5625,0.57533062,0.424663333,81,4
64,49208,2010/5/28,2010/10/16,男,6,北京,北京,CN,44.0,2014/3/31,30,188887,0,14977,41590.0,81104.0,164001,173391.24,2014/3/24,3.75,23610.875,46,8,23.34482759,128,494,14677,2,1.0572572120000001,9,21,63742,125145,14977,15171,30148,29654,219035,154799,0.7,0.3,0.337459235,0.662535471,16,4
65,38241,2005/8/13,2005/8/14,男,6,广州,广东,CN,53.0,2014/3/31,85,179574,0,14834,101471.0,66947.0,121097,172697.19,2014/3/13,10.625,22446.75,12,19,8.333333332999999,34,888,500,8,1.4261062619999998,47,38,109712,69862,14834,1388,16222,15334,195796,85196,0.44705882399999997,0.552941176,0.610953641,0.389040791,15,4
66,38456,2007/11/15,2007/11/16,男,5,TORRANCE,CALIFORNIA,US,39.0,2014/3/31,32,188209,0,16653,77606.0,63733.0,182563,172458.16,2014/1/4,4.0,23526.125,67,88,18.58064516,127,0,1600,8,0.9446501209999999,19,13,109208,79001,16653,1600,18253,18253,206462,97254,0.40625,0.59375,0.58024547,0.41974921600000004,11,4
67,44377,2010/7/10,2010/7/13,男,5,成都,四川,CN,53.0,2014/3/31,34,183443,0,17859,69213.0,49135.0,170121,172446.55,2014/3/13,4.25,22930.375,0,19,21.57575758,90,0,0,10,1.0136699759999999,22,12,98736,84707,17859,0,17859,17859,201302,102566,0.352941176,0.647058824,0.538235102,0.46175944700000005,13,4
68,49737,2010/10/30,2010/10/31,男,6,石狮,福建,CN,30.0,2014/3/31,197,99590,0,22588,113295.0,41200.0,275800,171136.0,2014/3/31,24.625,12448.75,2,1,3.714285714,28,0,12000,0,0.620507614,117,80,61410,38180,22588,12000,34588,34588,134178,72768,0.40609137100000003,0.593908629,0.616621984,0.383367975,3,4
69,47919,2008/12/14,2010/5/20,女,6,,VIC,AU,43.0,2014/3/31,30,198230,0,13817,80383.0,91978.0,184194,171024.92,2014/3/25,3.75,24778.75,15,7,24.44827586,92,0,0,3,0.928504294,15,15,88252,109978,13817,0,13817,13817,212047,123795,0.5,0.5,0.445197774,0.554797181,3,4
70,23528,2012/8/15,2012/8/15,男,6,LOS ANGELES,CA,US,33.0,2014/3/31,18,161279,0,21218,19100.0,46215.0,209911,170420.67,2014/1/30,2.5714285709999998,23039.85714,0,62,31.35294118,141,0,0,2,0.8118710790000001,6,12,41872,119407,21218,0,21218,21218,182497,140625,0.666666667,0.333333333,0.25962301600000004,0.7403707840000001,2,4
71,58088,2009/10/19,2009/10/22,男,6,深圳,广东,CN,55.0,2014/3/31,64,179686,0,21134,50385.0,115130.0,137636,170153.46,2014/3/13,8.0,22460.75,11,19,11.12698413,47,1776,0,9,1.236256939,22,42,50289,129397,21134,1776,22910,21134,202596,150531,0.65625,0.34375,0.279869996,0.720124439,14,4
72,51079,2011/12/21,2011/12/21,男,6,上海,上海,CN,37.0,2014/3/31,149,141827,0,23972,21251.0,45091.0,219108,169696.31,2014/3/28,18.625,17728.375,4,4,4.885135135,28,0,5000,4,0.774487057,68,81,70368,71459,23972,5000,28972,28972,170799,100431,0.543624161,0.456375839,0.49615026700000003,0.503842683,8,4
73,19420,2007/11/18,2011/8/23,男,6,长沙市,湖南,CN,47.0,2014/3/31,61,155772,0,13099,36108.0,90487.0,143186,169526.9,2014/3/19,7.625,19471.5,2,13,11.93333333,56,0,2000,3,1.183962818,23,38,42835,112937,13099,2000,15099,15099,170871,128036,0.62295082,0.37704918,0.27498347,0.7250101109999999,5,4
74,58753,2010/10/13,2012/6/24,男,5,PARIS,PARIS,FR,28.0,2014/3/31,36,160297,0,20978,34341.0,54825.0,209839,169167.39,2014/2/25,4.5,20037.125,84,36,17.45714286,94,0,500,2,0.8061770690000001,15,21,58794,101503,20978,500,21478,21478,181775,122981,0.583333333,0.41666666700000005,0.36677937299999996,0.633214388,4,4
